"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3","RLS","buds"
"MED2","YDL005C","ORF","441014-442309","-","IV",NA,NA,NA,NA,"0045944; 0001103; 0001135; 0005634; 0005634; 0006355; 0051123; 0016592; 0006351; 0070847; 0000122; 0005634; 0005829",36.09867417,37.45855695,39.2329806,40.9784749,44.63001901,44.04111298,42.13546732,38.42269643,36.01429251,35.92424994,38.32871238,44.86017417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,20,18,19,16",17.6
"YDR431W","YDR431W","ORF","1328390-1328701","+","IV",NA,NA,NA,NA,NA,3.49123602,3.847489546,4.233930909,4.616530791,5.151451403,5.156084937,5.060999205,5.250690899,5.170019864,4.752477463,4.017784892,2.894446285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,14,21,21,18",17.6
"YHL042W","YHL042W","ORF","15667-16119","+","VIII",NA,NA,NA,NA,"0008150; 0003674; 0000324",8.487165859,8.492042907,8.475499342,8.398698718,8.283670331,7.963940225,7.624261486,7.246719817,7.286106167,7.737909249,8.716418482,10.41834948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,21,5,16,21",17.6
"IML2","YJL082W","ORF","281185-283380","+","X",NA,NA,NA,NA,"0005634; 0005741; 0005739; 0071218; 0016021; 0005739; 0005741; 0016020; 0003674; 0005741; 0005737; 0005739",40.15236748,40.69900907,41.49844275,42.2880001,44.02431603,43.35730023,43.24479417,46.64854836,46.79540211,44.172301,38.69024312,28.91020807,24.79895406,26.13570058,27.92795693,30.63716407,34.82803459,37.69810895,37.9317314,37.10820777,36.21184089,37.31790177,38.30107923,38.90115261,"20,11,17,21,19",17.6
"TUS1","YLR425W","ORF","982894-986817","+","XII",NA,NA,NA,NA,"0005085; 0005089; 0035023; 0005935; 0031505; 0005089; 0007165; 0007165; 0031505; 0000131",7.411678548,7.312933066,7.253893335,7.242727248,7.427320014,7.487318689,7.455037229,7.229832085,6.834868763,6.747155556,6.897896097,7.520503676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,25,16,9,9",17.6
"YMR090W","YMR090W","ORF","449245-449928","+","XIII",NA,NA,NA,NA,"0005737; 0005737; 0003674; 0008150; 0005737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.32178944,31.61480543,34.05178327,37.20186,41.22584631,40.46618927,42.19233353,44.20082345,47.66327398,46.08808818,43.23152718,39.06330867,"17,18,18,22,13",17.6
"SGO1","YOR073W","ORF","464771-466543","+","XV",NA,NA,NA,NA,"0045184; 0000070; 0034508; 0051383; 0051383; 0051321; 0051301; 0007059; 0000776; 0045184; 0000922; 0031134; 0007067; 0000775; 0005634; 0045132; 0031134; 0000775; 0000775; 0000780; 0000778; 0000778; 0000780; 0034090; 0000775; 0051757; 0034096; 0034096; 0000070; 0045144; 0031134; 0007094; 0007094; 0000070; 0045144; 0007049; 0070199; 0005737; 0000777; 0005694; 0000070; 0003674; 0005634; 0005816; 0005856",10.0694162,10.18710256,10.33819982,10.51524363,10.80759295,10.96537406,11.02333324,10.96810967,10.46430206,10.30694616,10.43625516,11.22387761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,13,7,33,17",17.6
"cwh36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,12,22,24,5",17.6
"dan3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,18,18,18,20",17.6
"gre1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,19,18,9,26",17.6
"ybr225w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,14,8,12,26,32,9,29,27,3",17.6
"yer077c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,17,9,21,22",17.6
"ykl162c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,25,13,17,14",17.6
"ynl200c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,11,26,15,12",17.6
"ypl014w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25,15,20,15,13",17.6
"INP53","YOR109W","ORF","525278-528601","+","XV","phosphatidylinositol phosphate biosynthesis; phosphatidylinositol phosphate biosynthesis; phosphatidylinositol phosphate biosynthesis; phosphatidylinositol phosphate biosynthesis",0,0,1,"0016787; 0016020; 0043813; 0005737; 0005737; 0006897; 0043812; 0004439; 0046856; 0015031; 0006810; 0046856; 0004439; 0030479; 0004438; 0042578; 0004439; 0005737; 0046856",18.51251247,18.56037119,18.6877441,18.86779529,19.34608006,19.44073535,19.4838858,19.55674839,19.53266107,19.78471865,20.28077284,21.18222815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,9,4,10,6,11,7,14,9,14,11,14,12,15,12,15,12,15,13,16,13,16,14,16,14,16,14,16,14,17,15,18,15,19,15,19,15,19,15,19,15,20,16,20,16,21,16,22,16,22,16,23,17,23,17,24,17,24,17,25,17,25,17,25,17,25,18,25,18,26,19,27,19,27,19,27,19,27,19,27,19,27,19,28,19,28,19,",17.5632183908046
"coq4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,26,22,16,24,11,15,12,30,16,12,12,14,20,26,16,20,13,17,30,18,16,21,22,20,14,10,21,17,21,20,28,20,26,25,16,16,7,7,13,14,15,17,13,5",17.5333333333333
"ygr272c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12,13,13,11,19,12,12,11,4,15,18,21,2,23,10,15,9,18,11,16,62,27,24,37,23",17.52
"BCS1","YDR375C","ORF","1225166-1226536","-","IV",NA,0,0,1,"0016021; 0005743; 0008320; 0032979; 0032979; 0034551; 0005524; 0005739; 0016020; 0000166; 0005524; 0016887; 0034551; 0005739; 0051131; 0051131; 0005739; 0005743; 0005743",17.58776458,17.61694093,17.81474416,18.05396118,19.04140918,18.53918484,18.07009475,18.71055922,18.38399266,17.17010099,14.91738358,10.98326295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22,3,11,33,15,6,1,19,11,28,12,26,6,7,17,5,25,5,7,20,11,27,31,6,9,24,20,18,7,17,19,2,4,1,2,2,15,22,2,14,17,20,10,17,30,20,5,15,6,11,29,1,12,5,20,13,16,26,10,14,35,10,21,26,29,20,12,32,32,29,19,35,21,35,31,23,39,36,35,14,17,28,28,22,21,30,9,17,16,9,18,21,30",17.5161290322581
"RAD27","YKL113C","ORF","224727-225875","-","XI",NA,0.5,0,0.5,"0016788; 0017108; 0043137; 0006286; 0006286; 0000734; 0005634; 0003824; 0003677; 0004518; 0006281; 0005739; 0006284; 0004518; 0008409; 0000287; 0043137; 0005654; 0005634; 0001302; 0006281; 0006303; 0017108; 0035753; 0006974; 0005739; 0005739; 0046872; 0006260; 0005634; 0016787; 0005730; 0005634; 0005829; 0035753; 0008409; 0003677; 0005634; 0004527; 0004519; 0005739",33.94939415,34.10360156,34.17687795,34.27414399,34.00795713,34.59405861,35.13347554,35.22344071,35.41651988,35.60976864,35.88921292,36.54511995,14.43297146,15.13827028,15.86168294,16.76089196,17.94685795,17.59496143,16.43694538,14.62742603,12.9674226,11.96471878,11.41552435,11.55671456,"8,28,20,23,24,24,20,23,17,12,28,12,10,11,4,22,16,15,15,22,15,17,23,22,6",17.48
"RAD18","YCR066W","ORF","231500-232963","+","III",NA,NA,NA,NA,"0043142; 0006281; 0042275; 0042275; 0042276; 0042276; 0003697; 0003677; 0046872; 0061630; 0009411; 0016874; 0000790; 0070987; 0097505; 0005634; 0003697; 0005634; 0005634; 0006974; 0016567; 0003677; 0003684; 0005634; 0006281; 0008270; 0006513",7.957673301,7.482232289,6.89138189,6.273051137,5.344204174,5.039794266,5.10980516,5.998017494,6.434604613,6.333866194,5.841975898,4.73237291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14,23,28,8,14",17.4
"ECM11","YDR446W","ORF","1353725-1354633","+","IV",NA,NA,NA,NA,"0071555; 0070193; 0005634; 0003674; 0007131; 0005634; 0005634; 0000795; 0007131; 0000795",1.472140649,1.534778729,1.595771114,1.632596383,1.67686859,1.557029207,1.428365087,1.360625773,1.42955655,1.51438209,1.659099461,1.849613103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,22,14,12,18",17.4
"YGR039W","YGR039W","ORF","574888-575199","+","VII",NA,NA,NA,NA,"0008150; 0003674; 0005575",8.283318594,8.521546492,8.666960991,8.716759162,8.540571616,8.267499133,7.535628152,5.92944679,4.418708926,3.728326546,3.838954952,5.532339279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,22,14,16,16",17.4
"TWF1","YGR080W","ORF","642010-643008","+","VII",NA,0,0,1,"0003785; 0005737; 0042989; 0005622; 0003779; 0030837; 0043332; 0005856; 0005856; 0030042; 0007015; 0007015; 0051014; 0051014; 0044396; 0051015; 0003779; 0030479",34.55843947,32.51141636,30.3538745,28.14214387,25.82897161,24.24786496,23.0070396,22.64687146,17.59502977,14.3782482,12.3112462,13.01259369,76.87872119,76.61697481,75.82709931,74.46181681,72.30551519,67.48094701,62.94306367,60.19487863,65.07856505,61.5256123,55.96608982,47.61800319,"13,18,14,29,13",17.4
"MGA1","YGR249W","ORF","988049-989419","+","VII",NA,NA,NA,NA,"0003700; 0003677; 0005634; 0005634; 0043565; 0043565; 0005634; 0030447; 0005634; 0003700; 0003677; 0006355",23.88326343,24.93133262,26.3987399,28.27933637,30.99750768,33.45747339,36.33982479,41.44266358,41.15527626,39.04552014,34.21312144,26.14551665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,27,11,19,20,10,27,11,19,20",17.4
"HXT1","YHR094C","ORF","290913-292625","-","VIII",NA,NA,NA,NA,"0015758; 0008643; 0005887; 0005351; 0046323; 0035428; 0016021; 0006810; 0016021; 0016020; 0016020; 0016020; 0016021; 0005353; 0005886; 0005355; 0005354; 0015578; 0071944; 0022891; 0055085; 0015146; 0005215; 0022857; 0005886; 0015761",557.4004364,558.1191672,555.9702424,556.4563356,535.5977582,563.6968064,611.1770943,705.9771971,743.1470238,724.4959969,643.1662394,469.6164538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12,8,14,17,36",17.4
"YKL136W","YKL136W","ORF","186416-186814","+","XI",NA,NA,NA,NA,NA,47.68224532,46.9106527,46.34569059,45.78298994,45.78395363,44.88167205,44.27102445,44.03739783,43.89943768,46.65690515,52.10107533,61.10735298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,13,12,14,30",17.4
"YOR277C","YOR277C","ORF","841515-841823","-","XV",NA,NA,NA,NA,NA,517.7359492,523.8007909,529.0285281,533.9257544,536.7545092,540.6272368,534.9836659,498.5073386,507.7121141,521.4916925,542.7506255,570.0516366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20,14,20,11,22",17.4
"hor2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,15,18,22,21",17.4
"sip4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,28,10,27,7",17.4
"yer067w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,12,13,27,24",17.4
"HST3","YOR025W","ORF","378219-379562","+","XV",NA,NA,NA,NA,"0017136; 0070403; 0005634; 0046459; 0046872; 0016575; 0005737; 0006351; 0016787; 0016575; 0005634; 0005737; 0006355; 0006348; 0017136; 0005634",24.46755658,24.35252289,24.22376862,23.86999167,23.99230101,21.93067614,20.12551984,20.46841161,20.71055706,19.01087744,15.77668142,9.737407354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2,4,5,5,7,7,7,8,9,10,10,12,12,13,14,14,16,16,16,16,16,17,17,17,17,18,18,18,18,19,19,21,24,25,27,27,28,31,31,35,29,24,19,8,24,26,22,18,16,15,29,15,38,19,24,24,31,14,15,16,16,17,15,12,23,17,5,21,21,22,40,13,34,22,24,6,22,11,15,21,21,17,13,16,19,6,7,7,8,8,9,",17.3626373626374
"PMC1","YGL006W","ORF","485921-489442","+","VII",NA,NA,NA,NA,"0005388; 0006874; 0005773; 0005524; 0016020; 0016021; 0000329; 0016787; 0055085; 0005887; 0098655; 0006811; 0005524; 0016020; 0000166; 0046872; 0070588; 0000166; 0006810; 0005774; 0006816; 0016021; 0005388; 0005388; 0005388; 0000329; 0006816; 0000329; 0006816; 0016021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.181483,15.71466952,17.63365993,20.32125695,24.27365952,27.10824794,26.61465768,25.07296057,24.39531737,21.79339612,16.9436736,8.965531172,"2,8,4,9,7,12,7,14,7,14,10,15,10,17,10,17,10,18,11,18,11,18,12,18,12,18,13,19,13,19,13,19,14,20,15,20,15,20,16,20,16,21,17,21,17,21,17,21,17,21,17,22,17,22,17,23,18,23,18,23,18,24,18,24,18,24,18,24,18,24,19,25,19,25,19,25,20,25,20,25,20,25,20,25,20,26,20,2",17.3181818181818
"CIK1","YMR198W","ORF","659745-661529","+","XIII",NA,NA,NA,NA,"0000070; 0005634; 0030472; 0000132; 0000742; 0008017; 0003777; 0003777; 0007126; 0007126; 0005816; 0005816; 0005819; 0000743; 0005871; 0005874; 0060236; 0008569; 0046982; 0005856; 0005816; 0005634; 0005634; 0005737; 0005881",8.976790726,9.164881799,9.373729375,9.562716724,9.910318936,9.717466005,9.677349285,10.67419247,10.61555338,9.859318945,8.483161188,6.336849889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,19,18,16,18,27,9,15,10,17",17.3
"fmp51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,18,19,11,22,22,21,11,16,17",17.3
"PHO80","YOL001W","ORF","325249-326130","+","XV",NA,NA,NA,NA,"0006875; 0000079; 0005737; 0016242; 0005634; 0005634; 0016538; 0000079; 0032880; 0045936; 0050849; 0005634; 0000307; 0005737; 0019901; 0000122; 1990860",27.73770353,28.03851685,28.5503702,29.09910796,30.68756113,30.25935679,29.58959695,28.58295599,30.68790836,31.56801782,31.58725906,29.27132293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26,19,32,25,25,22,16,21,24,23,26,29,30,13,27,22,24,14,36,23,34,12,14,10,19,12,10,14,6,6,12,18,6,13,6,9,18,22,11,8,13,11,8,30,14,19,25,5,22,18,21,18,27,10,10,10,17,19,10,10,22,9,8,13,16",17.2615384615385
"TRM7","YBR061C","ORF","364787-365719","-","II",NA,NA,NA,NA,"0008175; 0008033; 0002181; 0005737; 0008175; 0002181; 0030488; 0001510; 0005737; 0005737; 0005737; 0002128; 0016740; 0008168; 0008168; 0032259; 0008033; 0008175; 0032259; 0008175",56.7844955,56.77314817,56.40868161,56.04913753,54.37405036,55.44680334,56.04343054,53.99494495,55.00635487,53.43437703,49.26947321,40.77393385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,12,40,19,4,23,16,17,11,10,11,12,12,23,14,29,4,36,14,20",17.25
"VPS72","YDR485C","ORF","1424820-1427207","-","IV",NA,NA,NA,NA,"0005634; 0005634; 0006338; 0000812; 0043486; 0006338; 0006338; 0006355; 0042393; 0000812; 0005634; 0006338; 0016569; 0043486; 0006338; 0043486; 0000812; 0005634; 0005737",18.92608418,18.72579049,18.51240638,18.23329088,18.02103296,17.46156693,16.8055035,15.98843373,15.37183007,14.67744485,13.89315652,12.8958908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,7,22,19,23",17.2
"RPN14","YGL004C","ORF","490703-491956","-","VII",NA,NA,NA,NA,"0005737; 0005737; 0070682; 0006511; 0070682; 0070682; 0070682; 0005634; 0005829; 0003674; 0005737; 0005634; 0000502; 0005634",17.90804533,17.27971276,16.69020192,16.09979798,15.72472963,15.09021971,14.77585646,15.63002553,14.26054586,13.54175747,13.26139607,13.97188594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17,16,17,14,22,17,16,17,14,22",17.2
"YHR182W","YHR182W","ORF","468219-470576","+","VIII",NA,NA,NA,NA,"0005934; 0003674; 0005737; 0007165; 0008150; 0005737",7.8790217,7.977018627,8.081573309,8.166639241,8.267875736,8.194505972,8.088034362,7.866345558,8.380710377,8.715897656,8.945278429,8.784505342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17,16,14,27,12",17.2
"SWI3","YJL176C","ORF","92053-94530","-","X",NA,NA,NA,NA,"0045944; 0006355; 0016514; 0015616; 0044109; 0005987; 0031496; 0042393; 0045944; 0005634; 0005829; 0005634; 0005634; 0016514; 0003677; 0000436; 0003677; 0003677; 0043044; 0016514; 0016514; 0016514; 0005634; 0045944; 0003677; 0043044; 0016514; 0006351",20.03308345,19.90648403,19.75005861,19.5701941,19.37275496,19.10955489,18.90541145,19.14089499,18.37194231,18.37324706,19.18463144,21.58352765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10,26,14,28,8",17.2
"YLL032C","YLL032C","ORF","74270-76747","-","XII",NA,NA,NA,NA,"0005737; 0008150; 0003729; 0005737; 0005840; 0005737; 0003723; 0005737; 0003723; 0003676",9.126823659,9.000821271,8.83135006,8.635294892,8.308799206,8.151898917,7.997412868,7.892896283,7.303284725,7.120416712,7.313131177,8.263010491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13,38,15,13,7",17.2
"ARP6","YLR085C","ORF","300673-301989","-","XII",NA,NA,NA,NA,"0016569; 0000812; 0005737; 0005737; 0006355; 0034399; 0005634; 0005634; 0006338; 0043486; 0005634; 0000812; 0031491; 0006338; 0006338; 0006338; 0005737; 0000812; 0006351",16.61184608,16.47742587,16.31267754,15.88885443,15.74935526,13.8639439,11.99454355,10.64633422,11.07744285,11.69554886,13.04060793,14.85606605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29,7,23,21,6",17.2
"RPN13","YLR421C","ORF","965090-965560","-","XII",NA,NA,NA,NA,"0005737; 0005634; 0043130; 0008541; 0006511; 0005737; 0005634; 0034515; 0000502; 0005737; 0005634; 0006511",131.6088367,132.6067954,135.1941997,138.2518927,147.3515335,146.6375142,144.0869124,139.0540873,134.7619276,137.8380058,147.6718853,167.7488077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21,25,15,12,13",17.2
"YML020W","YML020W","ORF","231149-233143","+","XIII",NA,NA,NA,NA,"0003674; 0005575; 0008150",10.98468851,11.01512799,11.24052427,11.68325871,12.73956009,13.59133613,14.36585852,15.20055241,14.2387334,13.55209385,12.74282494,12.23918971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24,15,13,10,24,24,15,13,10,24",17.2
"YMR130W","YMR130W","ORF","532119-533027","+","XIII",NA,NA,NA,NA,"0003674; 0008152; 0016787; 0005575; 0016787; 0008150",36.38260391,36.44002553,36.47949529,36.54147478,36.62811219,36.78628976,36.75275642,35.82230379,36.93304707,38.57911677,41.06029338,44.53209954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17,18,11,16,24",17.2
"DUG3","YNL191W","ORF","280432-281505","+","XIV",NA,NA,NA,NA,"0005737; 0008233; 0006541; 0008242; 0005737; 0006751; 0006751; 0004044; 0005737; 0003840; 0003840; 0005737; 0061672; 0016740; 0006751",15.06244729,13.96522568,12.76826085,11.70924506,10.28649626,10.8853457,12.10002592,13.28908246,15.01443494,15.25837723,14.12649179,10.5472081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23,16,12,11,24",17.2
"mds3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,21,10,12,25",17.2
"spo21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38,9,12,17,10",17.2
"ydr015c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16,14,6,31,19",17.2
"ygl057c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18,17,19,17,15,18,17,19,17,15",17.2
"MET7","YOR241W","ORF","786995-788641","+","XV","folate polyglutamylation; folate polyglutamylation; folate polyglutamylation; folate polyglutamylation; folate polyglutamylation; methionine biosynthesis",NA,NA,NA,"0004326; 0016874; 0005737; 0006730; 0005783; 0004326; 0005524; 0009058; 0009396; 0016874; 0000166; 0005524; 0005743; 0005743; 0005759; 0005737; 0005737; 0006730; 0005739; 0005739; 0016020; 0004326; 0046901; 0005739",44.87709864,44.43026588,43.74797174,42.89081886,41.39467228,40.50467172,39.59480188,38.35560856,37.84346984,38.67178995,41.14889599,46.21295152,1.492292036,1.417603861,1.342972802,1.23951928,1.063506934,1.232024804,1.260139293,1.42596315,1.863594586,2.505273723,3.231234736,3.990297591,"12,11,21,16,16,26,11,23,26,23,21,3,43,19,12,25,8,20,20,9,29,29,19,3,23,38,22,30,12,23,14,5,29,33,35,16,13,14,15,24,12,5,17,21,11,25,24,16,9,6,38,11,16,13,28,14,16,14,6,17,13,9,5,14,11,12,33,16,18,21,22,18,8,6,6,9,11,24,14,19,11,9,12,12,14",17.1411764705882
"INP51","YIL002C","ORF","350591-353431","-","IX","phosphatidylinositol phosphate biosynthesis",0,1,0,"0046856; 0006629; 0016020; 0005737; 0006810; 0030479; 0005856; 0016787; 0015031; 0004439; 0006897; 0004439; 0004439; 0004439; 0046856; 0046856; 0005737; 0046856; 0042578; 0004439",9.866088306,9.443072761,9.067827165,8.800472027,8.685958415,9.010685432,9.293255604,9.238292646,7.830887383,6.955867806,6.275671452,6.306598541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,4,4,13,4,14,5,15,5,16,7,16,7,16,7,17,7,17,8,18,11,18,12,18,12,19,12,19,12,19,12,20,13,21,13,21,13,21,13,22,14,22,14,22,14,23,14,23,14,23,14,23,14,23,15,24,15,24,15,24,15,25,15,26,15,26,15,26,15,27,16,27,16,27,16,27,17,28,17,28,17,28,17,28,18,29,18,29,18",17.123595505618
"MMS22","YLR320W","ORF","771940-776304","+","XII",NA,NA,NA,NA,"0006974; 0051301; 0005634; 0006302; 0003674; 0000724; 0000725; 0006974; 0035361; 0045144; 0005634; 0006974; 0006281; 0005634; 0005634; 0035361; 0031297; 0006281; 0031297; 0007049",6.028741965,5.936644164,5.804889217,5.658073788,5.396405968,5.326739003,5.326523482,5.351496522,5.802787797,6.182519841,6.600160432,6.96323376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8,6,2,2,5,10,2,8,10,7,7,13,11,5,19,14,3,17,9,2,29,16,28,12,26,19,32,30,36,40,40,25,18,30,25,34,24,29,21,27,29,16,28,12,26,19,32,30,36,40,40,25,18,30,25,34,24,29,21,27,11,22,5,6,2,9,7,10,14,11,9,6,2,10,4,17,5,3,9,9,3,2,14,10,13",17.1176470588235
"ISW2","YOR304W","ORF","884514-887876","+","XV",NA,0,1,0,"0005524; 0004386; 0006355; 0003677; 0016787; 0000166; 0016569; 0003682; 0006338; 0006338; 0005634; 0016589; 0006338; 0005634; 0016887; 0019237; 0006348; 0000183; 0060195; 0003677; 0043044; 0016584; 0008623; 0008623; 0046020; 0006348; 0006369; 0005634; 0006338; 0016818; 0031491; 0006351; 0005634; 0005634; 0003676; 0005524; 0016584; 0015616; 0003697",19.19892717,19.76434849,20.35541345,20.82921489,21.581454,20.96805932,20.07797833,18.66971869,20.99918145,21.87424616,21.79364639,19.17894662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,3,11,4,3,12,5,4,15,6,7,16,6,8,21,7,11,21,9,12,21,9,13,22,9,13,23,9,14,23,9,14,25,10,14,26,10,14,26,10,14,26,11,15,26,11,15,27,11,15,31,11,15,31,11,15,32,12,16,33,12,16,34,13,16,34,13,17,35,13,17,36,13,18,36,13,18,36,13,18,39,13,18,39,13,19,40,13,19,43,1",17.0549450549451
"CRD1","YDL142C","ORF","201719-202570","-","IV","phospholipid biosynthesis",NA,NA,NA,"0016021; 0005739; 0032049; 0006612; 0008808; 0008610; 0007006; 0008808; 0008610; 0006873; 0008654; 0016020; 0016780; 0016021; 0005739; 0000002; 0008654; 0016740; 0006629; 0016020; 0006644; 0005743; 0005743; 0005739",26.62829698,26.31894079,25.98589712,25.20288498,24.90756348,21.40147783,18.3461004,18.11156086,17.92135519,18.32916905,20.0076738,22.98045469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19,18,22,17,24,18,16,32,18,32,21,4,18,14,19,19,18,17,18,20,12,15,13,17,21,6,21,9,20,18,17,14,21,13,26,15,18,17,16,18,12,8,13,12,10",17.0222222222222
