"Feature","Feature.Systematic.Name","Feature.Type","Coordinates","Strand","ChrN","Pathways","pro","anti","fitness","GoTerm","RLS","RLSMean","DivergenceSlopes","t7.8","t10.7","t14","t17.8","t22","t26.8","t32.2","t38.4","t45.4","t53.3","t62.2","t72.3","p7.8","p10.7","p14","p17.8","p22","p26.8","p32.2","p38.4","p45.4","p53.3","p62.2","p72.3"
"VNX1","YNL321W","ORF","34696-37422","+","XIV",NA,NA,NA,NA,"0000329; 1990816; 0015369; 0006818; 0005789; 0015385; 0006814; 0015386; 0006813; 0000324; 0016021; 0055085; 0005774; 0016020; 0006810; 0006811; 0000329; 0005773; 0006814; 0016021; 0016021","26,16,24,33,36,26,32,3,17,37,13,34,26,11,3,38,21,36,21,26,20,46,30,42,51",26.72,-0.00521903742214248,15.62312072,14.66135765,13.5306096,12.31766474,10.69043192,9.510652523,9.365464762,12.35017647,13.60710025,13.88448351,13.41408293,11.59244641,1.732840811,1.720026317,1.728384409,1.767938846,1.881152653,2.016446243,1.83780967,1.730845436,2.123617196,2.845420625,3.519161324,3.933656557
"TDH2","YJR009C","ORF","453683-454681","-","X","gluconeogenesis; glycolysis",0,1,0,"0055114; 0016491; 0005886; 0005737; 0005737; 0072593; 0004365; 0006096; 0005634; 0006096; 1990841; 0050661; 0006915; 0006006; 0016620; 0051287; 0055114; 0005737; 0005811; 0004365; 0005829; 0005737; 0006094; 0006096; 0005739; 0009277","33,26,23,21,34,28,45,45,30,38,38,26,33,46,24,25,14,34,31,43,39,32,25,18,28,13,43,6,33,16,30,32,24,36,25,27,8,24,15,10,19,44,11,18,39,24,15,35,47,27,34,35,18,13,20,32,34,42,33,23,21,21,34,30,16,53,41,31,24,28,21,25,37,5,24,10,7,38,14,25,12,10,20,26,12",26.6941176470588,0.00108333550686534,5833.515811,5791.474299,5745.077867,5693.005843,5625.807122,5568.143622,5546.842093,5649.230052,5573.869559,5516.187229,5467.051892,5453.612869,866.6228878,866.7900763,860.4846815,843.5995719,791.1543587,794.7916482,795.1559214,808.0324507,836.6690426,776.2618528,709.7960909,661.4021727
"HHT1","YBR010W","ORF","256331-256741","+","II",NA,NA,NA,NA,"0005694; 0005694; 0000786; 0031298; 0005634; 0005634; 0003677; 0043935; 0009303; 0043505; 0046982; 0003677; 0000786; 0000788; 0070911; 0005634; 0003677; 0006333","35,49,40,37,29,17,30,19,20,37,18,29,19,25,16,20,17,18,22,22,29,18,26,51,23",26.64,-0.00754303236854505,1612.115844,1606.068679,1602.736362,1596.011152,1602.352172,1567.451895,1526.821684,1481.5408,1453.734902,1463.675992,1509.720312,1601.528592,528.4083229,531.88722,537.3166203,545.9519511,559.2706873,570.7347928,600.9625244,625.5244964,615.4059169,613.3379348,615.0816102,626.9005608
"PFK1","YGR240C","ORF","970771-973734","-","VII","glycolysis",NA,NA,NA,"0005739; 0005741; 0005741; 0003824; 0008152; 0016020; 0005737; 0005737; 0006096; 0003872; 0005737; 0006096; 0005739; 0016740; 0015992; 0006002; 0005737; 0003872; 0006096; 0005524; 0016310; 0005524; 0016301; 0046872; 0000166; 0006096; 0005945; 0005737; 0003872; 0005737; 0003872; 0006096; 0006096","26,30,30,36,18,30,47,23,22,26,17,23,21,45,29,21,29,23,32,35,24,25,21,19,13,22,18,28,29,27,17,26,34,19,24,30,24,33,35,16,49,23,28,35,27,47,24,41,17,23,33,27,38,30,20,20,48,30,17,25,31,17,23,24,45,30,29,39,33,27,36,24,15,35,53,30,8,32,44,21,13,18,18,16,23,18,6,15,14,20,15,32,13,32,11,21,26,29,22,29,23,27,30,30,14,25,28,22,28,29,15,19,13,15,30,19,26,30,20,33,34,42,46,40,34,23,33,19,25,37,53,42,34,25,40,46,42,32,33,14,9,23,19,23,14,9,23,19,23",26.6308724832215,-0.000560649971208999,377.8076166,372.1344242,364.6840836,356.4713457,341.8099319,337.3146987,337.3781891,348.2409419,347.9984143,339.4037526,322.0228841,291.3746005,3344.274672,3384.054395,3459.160959,3591.981398,3844.718264,4037.881282,4147.707359,4204.555031,4176.832914,4232.870932,4247.419907,4184.176172
"DAL2","YIR029W","ORF","410807-411838","+","IX","allantoin degradation",NA,NA,NA,"0004037; 0004037; 0005575; 0000256; 0000256; 0004037; 0000256; 0016787; 0006144","27,22,47,15,22",26.6,0.00197933315165699,47.66144662,49.07357962,50.89711554,52.91013683,55.98417701,57.1677562,58.41744329,60.60409833,63.59264527,65.55043206,66.5216441,65.38931219,36.94462186,35.93038741,34.90347752,33.73902882,32.62081164,33.31435559,31.30768613,28.47249245,24.9790679,26.16123203,31.40498299,42.96853524
"APL5","YPL195W","ORF","176223-179021","+","XVI",NA,NA,NA,NA,"0008565; 0015031; 0016192; 0030117; 0030665; 0030123; 0006623; 0006810; 0005794; 0005794; 0015031; 0031410; 0006896; 0005515; 0016020; 0005794; 0006886","29,32,32,26,14",26.6,-0.00415531535443092,19.91428419,19.57270922,19.25331005,19.0199821,18.86142883,19.09231974,19.36044197,19.54134268,19.03240041,18.84731661,18.80904802,19.1841959,14.36711776,14.23636038,14.2222925,14.36433917,14.94692514,15.57497714,15.71466171,15.55396706,14.71291432,14.63337324,14.83414368,15.46361549
"GIP3","YPL137C","ORF","292817-296647","-","XVI",NA,NA,NA,NA,"0005737; 0005783; 0005739; 0005739; 0005783; 0005783; 0005737; 0005737; 0043666; 0008157; 0008599; 0007059; 0005840","28,18,30,29,28",26.6,0.00299421397567391,16.85912498,16.47986522,15.88750777,15.44639988,14.02497856,15.25188035,17.46490222,21.79133032,23.71121559,24.50348206,24.29219502,23.04914944,6.758546638,6.610206929,6.514334728,6.421962986,6.262292563,7.154015867,8.068774561,8.820560597,8.295570458,8.068277315,8.183838143,9.092067111
"VIP1","YLR410W","ORF","937541-940981","+","XII","inositol phosphate biosynthesis; inositol phosphate biosynthesis",NA,NA,NA,"0000832; 0003993; 0005524; 0000831; 0000830; 0016301; 0000830; 0016310; 0052723; 0052724; 0000831; 0033857; 0052723; 0052724; 0005737; 0005737; 0000166; 0005524; 0005856; 0005856; 0005737; 0032958; 0000829; 0016740","26,38,43,42,25,25,25,33,34,28,7,18,25,13,26,13,25,19,26,36,23,26,24,32,32",26.56,-0.00469312410116368,35.39503563,35.41213135,35.36627229,35.28712775,35.05125717,35.00851624,34.84397443,34.22186535,34.29869607,33.87235884,33.032799,31.4846047,56.24410656,57.20281353,58.61459568,60.83469748,64.42795167,67.41520253,67.94745001,67.05090151,64.29485276,64.3109721,65.45246324,68.41887211
"ARO4","YBR249C","ORF","716882-717994","-","II","chorismate biosynthesis",NA,NA,NA,"0009073; 0009423; 0005634; 0005737; 0003849; 0009423; 0016740; 0005737; 0005634; 0003849; 0003824; 0003849; 0009058; 0009073; 0008652","30,39,33,37,33,29,27,27,7,12,22,33,30,18,21",26.5333333333333,0.0101787190281248,791.1908171,788.5960776,784.7468593,780.5723307,772.428908,770.9224446,769.8709958,765.0502995,778.497224,785.4092042,787.7525813,777.8942121,1656.21429,1628.388948,1583.330215,1504.303248,1342.800117,1307.077817,1299.305937,1323.344817,1349.018309,1270.670282,1195.733047,1158.342802
"SFT2","YBL102W","ORF","24098-24745","+","II",NA,NA,NA,NA,"0003674; 0000139; 0016021; 0000139; 0016192; 0016020; 0016021; 0006810; 0000138; 0000139; 0006810; 0016021; 0042147; 0015031; 0005794","44,16,34,25,16,30,42,39,25,23,21,30,16,36,27,4,11,15,38,15,44,16,34,25,16,30,42,39,25,23,21,30,16,36,27,4,11,15,38,15,24,24,23,47,58",26.4444444444444,0.00952783645992896,84.86963302,85.18129742,86.1059269,87.43644698,90.59221811,91.78203841,92.53489459,94.74845868,85.80913156,82.10876044,81.86364901,90.09524212,23.34518756,23.26751903,23.17857068,23.11738136,23.20560394,22.38489884,23.82409122,25.59723179,26.7616481,26.53430489,25.41250829,23.02265673
"REE1","YJL217W","ORF","23133-23729","+","X",NA,NA,NA,NA,"0005737; 0005737; 0005737; 0003674; 0008150","29,20,28,25,30",26.4,-0.00848669296321958,45.02168923,46.39865705,48.19571356,50.44561914,53.45880303,56.82787049,59.73034274,61.57192508,57.67963161,66.34002946,87.34271208,130.5358198,43.4954097,43.92342192,44.08839812,44.02944721,43.59193583,40.42038558,38.49719942,36.89065654,36.01875312,36.84314191,40.93343472,49.93705339
"YKR018C","YKR018C","ORF","473723-475900","-","XI",NA,NA,NA,NA,"0016020; 0003674; 0005739; 0016021; 0008150; 0005741; 0005634; 0005737; 0005741","25,26,24,27,30",26.4,-0.0014423449427123,46.54818107,47.45089097,49.32947523,51.69424668,57.54445736,58.42191177,57.7011557,55.43350458,48.55677767,44.24897959,40.86641124,40.33280328,18.60953035,18.8503705,19.44692562,20.591859,22.7455181,24.91318462,28.23380948,31.3957758,32.38206571,30.8452338,26.77030575,19.28962548
"PNP1","YLR209C","ORF","560797-561732","-","XII","nicotinamide riboside salvage pathway II; nicotinate riboside salvage pathway II; salvage pathways of adenine, hypoxanthine and their nucleosides; salvage pathways of purines and their nucleosides",NA,NA,NA,"0006139; 0047724; 0034356; 0005737; 0043101; 0046115; 0006148; 0016740; 0004731; 0004731; 0004731; 0004731; 0019358; 0003824; 0009116; 0016763; 0016757; 0006148; 0046115; 0005622; 0005622; 0070635; 0004731","20,19,43,27,23",26.4,-0.00068165887683319,61.62799638,62.51197722,63.4336003,63.99505002,65.17422976,62.88643101,59.90191536,56.82029201,56.56006633,57.7730313,61.10745989,67.14691856,47.15516964,48.66127128,50.36142042,52.58691147,55.35932455,56.07307083,56.48014251,57.59867215,63.04725102,68.79812736,71.78453593,68.90789594
"ERG2","YMR202W","ORF","667537-668205","+","XIII","ergosterol biosynthesis",NA,NA,NA,"0005783; 0005783; 0005789; 0016020; 0006694; 0006696; 0005783; 0006629; 0008202; 0016021; 0016853; 0016126; 0016126; 0000247","21,34,19,40,18",26.4,0.00269839771403401,235.3116738,238.4478705,242.0767546,246.9677031,252.2970291,261.4899948,268.3457817,265.1945455,276.6977839,286.0525234,293.0913621,294.3301667,266.204238,270.437588,275.9552139,283.7887628,294.7922511,304.2357234,316.2593043,325.4948949,322.8479709,326.099515,338.0574434,366.1711717
"PPA2","YMR267W","ORF","801772-802704","+","XIII",NA,0,0,1,"0005739; 0006796; 0004427; 0046872; 0005739; 0004427; 0009060; 0005739; 0005739; 0005739; 0016787; 0005739; 0000287; 0004427; 0005737; 0004427","22,31,16,23,13,35,35,34,35,19,37,40,19,22,27,20,41,17,9,23,22,31,16,23,13,35,35,34,35,19,37,40,19,22,27,20,41,17,9,23,22,31,34,30,33",26.3555555555556,-0.000462621225697579,32.74065202,31.5540114,30.36702176,29.24276674,28.15089552,27.80506226,27.42443713,26.63731767,22.86497899,21.25351013,21.14165427,24.14688187,4.840264558,4.416797613,3.88463418,3.075061417,1.704695521,1.441698578,1.591053014,2.048221957,2.124713084,1.926560188,1.76680085,1.755372123
"TAL1","YLR354C","ORF","836350-837357","-","XII","non-oxidative branch of the pentose phosphate pathway",0,1,0,"0004801; 0006098; 0006098; 0016740; 0003824; 0004801; 0005737; 0005975; 0006098; 0004801; 0005634; 0006098; 0006098; 0005737","28,22,27,33,22,32,12,26,35,33,26,20,13,37,19,31,33,34,1,42,31,20,13,23,15,36,31,34,33,23,3,29,29,17,10,32,6,36,23,42,31,20,13,23,15,36,31,34,33,23,3,29,29,17,10,32,6,36,23,9,32,23,28,28,42,25,20,33,23,20,25,29,24,20,26,18,26,18,15,33,30,34,31,15,16,34,29,41,34,39,27,35,21,26,24,31,45,36,34,58,11,52,45,50,20,25,29,24,20,26,18,26,18,15,42,25,20,33,23",26.344537815126,0.00137848035040038,763.1833779,756.9172922,751.5674173,746.5656625,745.0321847,739.3349421,738.4067004,754.0342294,749.0513237,732.4603435,701.1422293,646.6160828,4415.40471,4461.671238,4501.534022,4553.053699,4633.864727,4486.086618,4325.11269,4135.054505,4071.541527,3902.564592,3661.930103,3308.393565
"KEL3","YPL263C","ORF","44551-46506","-","XVI",NA,NA,NA,NA,"0008150; 0003674; 0005737","42,41,31,38,36,31,26,39,25,26,44,29,28,26,36,29,31,34,17,42,14,21,11,24,32,21,4,40,3,38,7,19,21,21,12,21,37,40,14,24,23,39,11,12,22,14,39,38,24,23,20,38,10,27,25,30,26,23,31,36,18,24,24,23,36",26.3230769230769,-0.00795180129997622,51.19057487,50.96299912,50.26883382,49.30451158,46.81660838,45.79870015,45.7319499,48.69168042,50.82806027,48.7875231,43.04752951,31.31097529,16.85637207,16.77808342,17.6703262,19.78617999,24.59371043,32.70839378,34.22693961,33.09390502,25.7689654,22.4933764,21.4171826,24.99772988
"AAT1","YKL106W","ORF","237536-238891","+","XI","asparagine biosynthesis; asparagine degradation; aspartate biosynthesis",1,0,0,"0005739; 0001300; 0005739; 0009058; 0001302; 0004069; 0003824; 0008483; 0005739; 0006538; 0006530; 0016740; 0080130; 0004069; 0005739; 0030170; 0004069; 0042802; 0006533; 0030170; 0005739; 0005759; 0005739; 0008483; 0006520","28,36,25,20,17,28,32,46,21,32,27,14,16,3,21,33,16,23,38,13,36,35,47,22",26.2083333333333,-0.000109013825491606,47.758237,48.07565169,48.34533806,48.41874004,48.49891793,47.45165796,46.59271801,46.44544164,48.99377909,51.24499273,53.9441704,56.47105036,6.867620581,7.002779175,7.168876679,7.393307752,7.707153552,8.016882793,8.026778025,7.732653242,6.784116286,5.695766307,4.653527663,3.931055082
"ADE6","YGR061C","ORF","611889-615965","-","VII","de novo biosynthesis of purine nucleotides",0,1,0,"0004642; 0005737; 0046872; 0000166; 0006164; 0006189; 0005524; 0016874; 0004642; 0006189; 0005524; 0006541; 0009156; 0004642; 0006189; 0005737; 0005737; 0006164; 0006541","35,11,31,16,35,13,24,38,33,27,10,29,22,37,60,35,11,31,16,35,20,13,23,15,35",26.2,-0.000445549968985684,184.8196923,183.3483253,181.4510398,179.2979112,175.7126431,174.3740906,172.8921967,170.39371,165.571544,162.8578486,161.8018827,164.2406501,1457.516991,1465.884486,1480.286784,1505.316701,1552.307,1579.179543,1602.63275,1614.073191,1595.436695,1612.054226,1649.533028,1718.697895
"TGL1","YKL140W","ORF","180779-182425","+","XI",NA,NA,NA,NA,"0005811; 0005811; 0004771; 0016125; 0016021; 0044255; 0016298; 0016021; 0004771; 0016042; 0016020; 0016020; 0006629; 0016787; 0005811; 0005811; 0005811","25,22,21,40,23",26.2,-0.00672505143344951,25.81036157,24.21580291,22.55338132,20.85160032,19.18230683,17.68834176,17.06233987,19.08645997,17.30828974,15.16132309,12.35171077,8.810623812,12.1634338,13.11329417,14.33547133,16.21776516,19.50834344,19.63885395,18.10993005,15.28778122,11.77896128,10.49026762,9.801296515,9.694838557
"ERG3","YLR056W","ORF","253861-254958","+","XII","ergosterol biosynthesis",NA,NA,NA,"0006629; 0006694; 0016126; 0008202; 0016491; 0005788; 0016021; 0005789; 0055114; 0016126; 0016021; 0016020; 0000248; 0006696; 0005783; 0005506; 0006633; 0016491; 0055114; 0005783","23,18,41,15,34",26.2,0.00517268923078485,221.8188128,225.5917631,229.8748105,235.5901158,241.2695711,252.3188059,264.6590959,280.4543358,288.7316345,283.7791815,264.5534819,225.2651815,67.06313343,67.68810699,68.83547016,70.88356141,74.86284515,77.65123999,77.80719422,76.45350186,73.20839636,72.70184193,72.74091101,73.57094452
"FAR8","YMR029C","ORF","328660-330231","-","XIII",NA,0,1,0,"0005737; 0005737; 0003674; 0007049; 0005783; 0005783; 0005829; 0000321; 0005783","27,22,34,17,31,27,22,34,17,31",26.2,-0.0063195848986771,25.01984876,25.6665293,26.52665852,27.25156058,29.07235879,27.74152561,25.92566323,24.80893086,22.25914146,20.65186382,19.94562983,21.03274139,6.233285567,6.557395011,7.019732083,7.69685223,8.667777384,9.60207699,10.7273645,11.19041935,8.881720402,7.467076628,6.899780896,8.100401181
"MET2","YNL277W","ORF","117349-118809","+","XIV","homocysteine biosynthesis; superpathway of sulfur amino acid biosynthesis",0,0.5,0.5,"0004414; 0009092; 0016746; 0005737; 0009086; 0000096; 0005737; 0009086; 0005737; 0016740; 0008652; 0009092; 0004414; 0009086; 0005737; 0004414; 0004414","20,33,34,18,28,19,19,23,33,15,22,24,13,17,28,30,24,31,41,23,20,28,39,46,23,16,18,17,28,26,25,22,38,25,35,19,37,37,26,28",26.2,0.00271357353369952,29.96361164,25.44947516,20.52092033,16.84433442,10.47642874,16.73984749,28.40109367,49.91559655,57.81061899,57.83083127,49.01582149,28.10530242,26.07009415,26.6490067,27.43762624,28.63646844,30.59038104,31.36764595,32.347991,32.70278759,31.16739939,31.28963713,32.4475185,35.29680942
"CRZ1","YNL027W","ORF","579580-581616","+","XIV",NA,NA,NA,NA,"0005634; 0003677; 0061423; 0061422; 0061422; 0061400; 0061400; 0061404; 0061404; 0061404; 0043565; 0005737; 0005737; 0006038; 0045944; 0045944; 0001077; 0000987; 0001077; 0007329; 0050801; 0050801; 0007329; 2001040; 0003676; 0006351; 0046872; 0006355; 0046872; 0005634; 0005634; 0071483; 1900622; 1900622; 1900622; 0045944; 0097301; 0097301; 0097301; 0005737","29,32,27,10,33",26.2,-0.00555350730287134,21.0988832,21.2003996,21.39730424,21.72146972,22.5774838,22.90014322,23.45642324,25.22224705,25.61166043,25.97474805,26.53181995,27.8106344,2.03663461,2.102587326,2.096170893,1.996746478,1.694043208,1.1617506,1.014646472,0.988258594,1.260984399,1.179715029,0.907805389,0.318786126
"GDH1","YOR375C","ORF","1041678-1043042","-","XV","glutamate biosynthesis from ammonia",NA,NA,NA,"0005737; 0016491; 0004352; 0006537; 0005634; 0004354; 0055114; 0004354; 0019676; 0004354; 0004354; 0004354; 0004354; 0006537; 0006520; 0016491; 0016639; 0055114","18,18,45,22,25,22,29,5,20,18,24,22,26,23,41,38,24,20,5,16,32,25,33,44,25,37,25,28,11,12,40,25,50,33,48,38,36,39,18,20,28,9,11,28,20",26.1333333333333,-0.00390161207100441,870.235565,875.6406148,880.4878806,884.2896434,884.9905495,880.7500002,884.142526,916.6571011,950.6079058,963.7992358,961.0641858,927.4568061,7840.404914,7896.634906,7932.108927,7958.016223,7958.490123,7733.926884,7457.049035,7085.788487,6682.396304,6546.993403,6585.051317,6875.389436
"GGA2","YHR108W","ORF","328303-330060","+","VIII",NA,NA,NA,NA,"0030131; 0005622; 0016192; 0006886; 0043130; 0015031; 0070273; 0070273; 0005794; 0005794; 0006810; 0006896; 0006896; 0005802; 0043328; 0006895; 0043130","41,41,25,17,34,9,18,20,24,22,23,24,27,37,37,41,41,25,17,34,9,18,20,24,22",26,-0.00248050593723647,60.86596282,59.30643104,57.1871678,54.86548796,50.74763072,49.64782668,49.37135143,50.57601072,49.95633662,49.3743226,49.0345716,49.47463257,82.87555825,80.44577997,79.43183214,79.91153938,84.27930499,96.98639819,102.2026716,103.8311636,93.01454099,86.47522442,86.72425489,100.9819696
"SSP120","YLR250W","ORF","640317-641021","+","XII",NA,0,0,1,"0008150; 0000324; 0005509; 0005737; 0003674","16,46,16,32,20",26,-0.000181656520573054,76.74432374,77.63814714,79.81688023,82.29936188,90.45961349,89.12697235,84.00668234,70.94890279,62.33917245,59.81827127,62.40035438,72.84639251,98.50662027,98.46808677,95.31226679,85.17427801,63.13294396,54.74114626,52.37116342,57.21845467,72.54748949,71.76380248,63.77424471,44.76448487
"STV1","YMR054W","ORF","383303-385975","+","XIII",NA,NA,NA,NA,"0016021; 0007035; 0010008; 0015992; 0000139; 0005794; 0000220; 0000220; 0051117; 0015986; 0070072; 0016471; 0000329; 0033179; 0016020; 0006810; 0015991; 0005768; 0015078; 0046961; 0046961; 0007035; 0000220; 0005794; 0016021; 0005794; 0005770; 0007035; 0007035; 0007035; 0006811","26,22,35,17,37,25,33,32,37,23,60,33,16,30,15,22,33,16,30,26,7,22,30,13,27,17,41,15,27,28,43,32,17,36,21,27,21,19,23,19,23,23,25,26,20",26,0.0068919785304745,29.38612929,29.78262805,30.4246359,31.24527931,32.99757995,33.48059955,34.067288,36.06855291,35.75426578,34.05745039,30.74836473,25.33218949,11.39699192,11.40485427,11.46802522,11.63806719,12.09568257,12.27087615,12.19974994,11.89748465,11.55270938,11.36439561,11.45061171,11.97110268
"GCN20","YFR009W","ORF","162488-164746","+","VI",NA,NA,NA,NA,"0022626; 0005829; 0005524; 0000166; 0005524; 0016887; 0006448; 0006448; 0016887; 0006417","31,14,5,16,19,31,26,16,11,23,17,25,18,16,11,13,27,33,25,17,22,33,34,30,45,27,47,43,25,33,45,46,41,22,24,15,15,19,26,38,33,28,21,38,44,38,19,16,14,19,16,35,40,25,24,47,27,24,13,13",25.9666666666667,-0.00133124899200276,89.93851942,88.87478015,87.28271172,85.43399515,81.83825918,80.91982985,79.92665907,77.45168298,76.50207832,76.36939489,77.21910262,79.53557699,77.28874633,78.34606767,80.08763446,82.72356433,86.34084235,93.79288089,98.13472052,100.5779417,96.3063627,97.47672874,102.8260848,115.9307841
"KEL1","YHR158C","ORF","413685-417179","-","VIII",NA,NA,NA,NA,"0005934; 0005938; 0000755; 0043332; 0043332; 0001100; 1990615; 0005628; 0000755; 0032465; 0090337; 0060627; 0001100; 0000755; 0005737; 0008360; 0005935; 0003674","10,22,28,21,20,12,44,3,42,41,38,25,34,26,19,13,35,36,17,44,26,23,27,12,25,17,19,49,24,22,25,17,26,17,15,23,20,23,21,28,31,49,48,24,15,27,23,39,14,31,10,22,28,21,20,31,49,48,24,15",25.9666666666667,-0.0130762794937586,15.88045407,15.8352701,15.67204215,15.3636022,14.88434094,13.87588357,13.17596688,14.1288482,14.49709848,13.61699428,11.77606234,8.381886095,9.392984569,9.005453804,8.67443532,8.378675719,8.241595338,8.392853126,9.408681774,10.61314991,11.42890226,12.17824912,11.46409684,8.162601236
"ADH3","YMR083W","ORF","434788-435915","+","XIII","ethanol degradation; isoleucine degradation; leucine degradation; phenylalanine degradation; superpathway of glucose fermentation; tryptophan degradation; valine degradation",NA,NA,NA,"0005759; 0004022; 0006113; 0006116; 0008270; 0016491; 0005739; 0016491; 0046872; 0005739; 0005739; 0000947; 0055114; 0055114; 0004022; 0005759","35,31,10,18,35,41,20,23,36,28,40,32,14,31,29,14,18,17,37,23,20,14,24,21,28,25,14,35,19,25,36,26,28,28,8,31,26,32,22,18,32,28,47,30,8,20,23,42,26,11,13,22,26,46,21,38,30,29,18,33,25,9,24,12,10,23,15,46,38,34,25,38,20,28,29,20,15,25,19,14,47,16,47,15,54,25,43,20,27,55,34,31,31,3,31,37,14,52,59,53,16,41,25,10,22,26,34,45,19,37,50,24,20,27,52,21,33,35,26,40,24,34,36,20,37,15,14,26,31,15,22,32,15,16,33,36,32,22,29,27,34,13,36,19,39,30,10,10,27,15,31,38,10,19,35,19,25,21,14,27,19,20,17,14,21,10,26,22,30,31,22,36,21,16,31,32,25,24,20,7,16,37,12,20,21,2,20,14,15,18",25.9368421052632,-0.000948855634740393,477.0081403,473.2068863,466.8968526,459.3910218,443.138442,438.0224275,439.8398596,463.0249588,464.864254,456.0593986,437.9144861,408.3736621,874.3298655,881.6562249,890.2026855,902.0305164,916.4367299,929.4851842,938.9731123,936.3882785,905.1729026,882.591664,895.4519579,975.864868
"ERG5","YMR015C","ORF","300869-302485","-","XIII","ergosterol biosynthesis",0,0,1,"0016126; 0020037; 0016491; 0006694; 0016126; 0008202; 0006629; 0046872; 0004497; 0016705; 0055114; 0005783; 0000249; 0006696; 0006696; 0005783; 0005506; 0055114","32,34,23,39,49,33,19,45,10,23,25,27,34,27,31,22,29,27,35,19,18,17,18,20,11,26,24,12,18,35,24,12,26,13,25,23,19,19,19,31,36,41,29,32,36",25.9333333333333,0.00124593899682024,53.61373931,53.26323097,52.45596148,51.44294773,48.93701801,48.48713434,48.5185389,49.41237163,50.57284168,50.93048016,51.09219802,51.10025662,39.43875602,39.0807423,38.8122988,38.51348815,37.93249767,40.19598718,41.92889771,42.86689515,40.23542925,37.49453279,35.23122987,34.78357499
"SST2","YLR452C","ORF","1039270-1041366","-","XII",NA,NA,NA,NA,"0009968; 0019236; 0035556; 0005737; 0005096; 0000754; 0007165; 0005886; 0000754","8,10,14,18,18,20,23,26,27,28,29,31,32,33,36,36,41,41,54,73,29,20,24,31,22,25,25,24,20,20,17,18,20,20,26,17,22,23,25,23,31,33,14,29,16,22,39,25,30,17,10,17,15,16,50,23,24,12,17,18,31,30,46,32,39",25.9230769230769,-0.00182156529329069,41.77709356,41.15786647,40.38192633,39.58869219,38.16878123,38.17157607,38.45386649,39.06637431,37.8220703,37.14506117,36.85384841,37.68179544,7.003700521,6.937953281,6.871652245,6.799281027,6.732216481,6.61885186,7.116085018,7.498900616,6.952755902,6.874542573,7.152096181,8.059099814
"MRPL13","YKR006C","ORF","450423-451217","-","XI",NA,NA,NA,NA,"0005739; 0003735; 0032543; 0005762; 0005739; 0005739; 0005840; 0030529; 0005739; 0005739","40,35,28,50,31,11,27,48,28,31,32,32,37,36,32,35,32,23,24,35,35,35,47,35,25,40,45,43,46,34,42,49,20,34,45,25,36,20,19,41,6,10,23,18,25,29,7,14,17,30,23,20,25,11,36,13,29,37,8,23,13,7,22,22,23,24,9,11,22,17,24,4,10,22,11,19,29,8,28,21,17,17,14,12,28",25.8941176470588,0.0020852531304773,40.87564986,40.19584719,39.20791412,37.92246623,36.10263255,34.19832811,32.12261794,29.82327465,28.2659132,26.85731237,26.00582616,26.04732493,12.48759103,12.85881835,12.89568758,12.53707662,11.37582322,8.646004665,6.406508087,4.718890319,5.825958115,6.619392791,6.9893952,6.116765761
"OST3","YOR085W","ORF","482033-483085","+","XV",NA,0,1,0,"0005783; 0005789; 0006486; 0035269; 0016020; 0008250; 0008250; 0016021; 0016021; 0004579; 0006486; 0006461; 0016021; 0005783; 0006487; 0008250; 0016740; 0016757","20,15,21,31,28,33,18,33,31,17,38,32,35,36,9,37,27,17,25,29,20,15,21,31,28,33,18,33,31,17,38,32,35,36,9,37,27,17,25,29,29,32,21,32,26,18,32,15,18,23,22,19,25,15,21,33,28,7,35,23,40,28,26,18,32",25.8769230769231,0.00538050752000472,89.27447934,88.43367059,87.53830318,86.56303171,85.57735144,84.29102224,83.52056436,84.61081496,84.04894361,84.85420817,87.11256921,91.70721499,96.43765848,98.69478108,101.3798654,104.2748081,105.8812405,112.3068663,118.5036391,122.3587076,113.5665962,107.7406455,100.7257637,93.14396561
"REH1","YLR387C","ORF","896374-897672","-","XII",NA,NA,NA,NA,"0005737; 0005737; 0046872; 0042273; 0022625; 0007117; 0042254; 0044822; 0003674; 0005737; 0030687","23,16,10,22,18,19,29,45,9,36,10,17,43,21,22,47,19,28,44,46,10,17,43,21,22,19,29,45,9,36",25.8333333333333,-0.00137747239265684,43.14096352,41.40574118,39.43393152,37.55397139,35.1241167,34.77561534,34.79532621,34.58956872,35.10280097,35.36002326,35.41930444,34.90869951,10.33115214,10.7075521,11.02776682,11.35303018,11.5938549,10.87699319,10.70254294,10.53435749,10.76941161,10.77852995,10.22963784,8.677237313
"SFA1","YDL168W","ORF","159604-160764","+","IV","formaldehyde oxidation II (glutathione-dependent); isoleucine degradation; leucine degradation; phenylalanine degradation; tryptophan degradation; valine degradation",NA,NA,NA,"0051903; 0055114; 0046872; 0051903; 0008270; 0016491; 0033833; 0033859; 0005739; 0016491; 0055114; 0000947; 0004022; 0005739; 0004022; 0005737; 0046294; 0006069; 0051903; 0004022","12,18,40,32,27",25.8,0.0071764028650223,55.10331457,58.3837791,63.03575251,68.22098661,78.4714748,80.32016182,79.02478198,71.55169681,69.93036981,73.21140144,81.11775501,95.82542461,32.44260249,35.03677403,38.48208108,43.74164614,53.45199518,53.72444576,52.15366176,49.7002192,50.82275712,54.82476209,54.25195704,43.69077823
