Orf,Name,Annotation,GOSlim cellular component,130min,170min,Overnight
YNL311C,SKP2,"F-box protein of unknown function; predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes, based on co-purification experiments","cytoplasm,ribosome",-0.090591937,-0.367053388,-1.366357239
YGL209W,MIG2,"Zinc finger transcriptional repressor; cooperates with Mig1p in glucose-induced gene repression; under low glucose conditions relocalizes to mitochondrion, where it interacts with Ups1p, antagonizes mitochondrial fission factor Dnm1p, indicative of a role","cytoplasm,mitochondrion,nucleus",-0.609633954,-0.881150499,-2.259150611
YLR038C,COX12,Subunit VIb of cytochrome c oxidase; cytochrome c oxidase is also known as respiratory Complex IV and is the terminal member of the mitochondrial inner membrane electron transport chain; required for assembly of cytochrome c oxidase but not required for a,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",,-1.418777287,
YOR044W,IRC23,"Putative protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog, BSC2, that arose from the whole genome duplication","cytoplasm,endomembrane system,endoplasmic reticulum",0.840446248,0.303283487,0.212462236
YDR105C,TMS1,"Vacuolar membrane protein of unknown function; is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance","cytoplasm,membrane,vacuole",-0.350643029,-0.123970211,-0.245447315
YLL052C,AQY2,Water channel that mediates water transport across cell membranes; only expressed in proliferating cells; controlled by osmotic signals; may be involved in freeze tolerance; disrupted by a stop codon in many S. cerevisiae strains,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane,plasma membrane",-0.472724533,-0.347314186,0.386976494
YBL025W,RRN10,Protein involved in promoting high level transcription of rDNA; subunit of UAF (upstream activation factor) for RNA polymerase I,"nucleolus,nucleus",0.063691279,-0.218011519,1.250807373
YIR038C,GTT1,"ER associated glutathione S-transferase capable of homodimerization; expression induced during the diauxic shift and throughout stationary phase; functional overlap with Gtt2p, Grx1p, and Grx2p","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,mitochondrial envelope,mitochondrion,plasma membrane",0.52924812,0.938726426,-0.180424683
YEL055C,POL5,"DNA Polymerase phi; has sequence similarity to the human MybBP1A and weak sequence similarity to B-type DNA polymerases, not required for chromosomal DNA replication; required for the synthesis of rRNA","nucleolus,nucleus",-0.104946208,-0.567146271,-2.714619895
YDR503C,LPP1,"Lipid phosphate phosphatase; catalyzes Mg(2+)-independent dephosphorylation of phosphatidic acid (PA), lysophosphatidic acid, and diacylglycerol pyrophosphate; involved in control of the cellular levels of phosphatidylinositol and PA",membrane,-0.377519864,-0.13461805,0.347480867
YMR315W,YMR315W,Protein with NADP(H) oxidoreductase activity; transcription is regulated by Stb5p in response to NADPH depletion induced by diamide; promoter contains a putative Stb5p binding site; protein abundance increases in response to DNA replication stress,"cytoplasm,nucleus",0.88097266,,0.374055661
YFL010C,WWM1,"WW domain containing protein of unknown function; binds to Mca1p, a caspase-related protease that regulates H2O2-induced apoptosis; overexpression causes G1 phase growth arrest and clonal death that is suppressed by overexpression of MCA1","cytoplasm,mitochondrion,nucleus",0.62496928,0.701454915,-0.126545865
YDL157C,YDL157C,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","cytoplasm,mitochondrion",0.132534079,0.580943775,1.198779353
YIL156W,UBP7,"Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP7 has a paralog, UBP11, that arose from the whole genome duplication",cytoplasm,-0.063456723,0.188750922,2.660493994
YPR114W,YPR114W,Putative protein of unknown function,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane",-0.457898882,-0.656259553,-0.521134627
YPR086W,SUA7,Transcription factor TFIIB; a general transcription factor required for transcription initiation and start site selection by RNA polymerase II,nucleus,-0.143900586,-0.362771561,-0.137169194
YPL124W,SPC29,Inner plaque spindle pole body (SPB) component; links the central plaque component Spc42p to the inner plaque component Spc110p; required for SPB duplication,"cytoplasm,cytoskeleton,microtubule organizing center",-0.01526534,-0.227465297,-1.125559969
YKL184W,SPE1,"Ornithine decarboxylase; catalyzes the first step in polyamine biosynthesis; degraded in a proteasome-dependent manner in the presence of excess polyamines; deletion decreases lifespan, and increases necrotic cell death and ROS generation",cytoplasm,0.938169019,0.035120605,0.65543173
YPL032C,SVL3,"Protein of unknown function; mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; relocalizes from bud neck to cytoplasm upon DNA rep","cellular bud,cytoplasm,site of polarized growth",2.518254711,2.18549599,1.082651221
YDR424C,DYN2,"Cytoplasmic light chain dynein, microtubule motor protein; required for intracellular transport and cell division; involved in mitotic spindle positioning; forms complex with dynein intermediate chain Pac11p that promotes Dyn1p homodimerization, potentiat","cytoplasm,cytoskeleton,endomembrane system,membrane,nucleus,peroxisome",0.789418684,1.064729666,0.82551712
YER090W,TRP2,"Anthranilate synthase; catalyzes the initial step of tryptophan biosynthesis, forms multifunctional hetero-oligomeric anthranilate synthase:indole-3-glycerol phosphate synthase enzyme complex with Trp3p",cytoplasm,0.487412576,0.035801728,-0.472032547
YKL119C,VPH2,Integral membrane protein required for V-ATPase function; not an actual component of the vacuolar H+-ATPase (V-ATPase) complex; functions in the assembly of the V-ATPase; localized to the endoplasmic reticulum (ER); involved in methionine restriction exte,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane",-0.67199649,-0.323641533,-0.151798063
YKL018C-A,YKL018C-A,Putative protein of unknown function; identified by homology; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm,cytoplasm,-0.43215637,-0.551087501,0.656220477
YJR084W,YJR084W,Protein that forms a complex with Thp3p; may have a role in transcription elongation and/or mRNA splicing; identified as a COP9 signalosome component but phenotype and interactions suggest it may not be involved with the signalosome,chromosome,-0.257517627,-0.189160317,0.105931382
YDR447C,RPS17B,"Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17B has a paralog, RPS17A, that arose from the whole genome duplication; protein abundance increases in response to DNA replica","cytoplasm,ribosome",-0.219424765,-0.405829283,0.384152124
YBR096W,YBR096W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER,"cytoplasm,endomembrane system,endoplasmic reticulum",0.598922648,-0.067343615,-0.563082463
YOR229W,WTM2,"Transcriptional modulator; involved in regulation of meiosis, silencing, and expression of RNR genes; involved in response to replication stress; contains WD repeats; relocalizes to the cytosol in response to hypoxia; WTM2 has a paralog, UME1, that arose ","cytoplasm,nucleus",-0.26489219,-0.287538423,0.287438189
YDR169C,STB3,"Ribosomal RNA processing element (RRPE)-binding protein; involved in the glucose-induced transition from quiescence to growth; restricted to nucleus in quiescent cells, released into cytoplasm after glucose repletion; binds Sin3p; relative distribution to","cytoplasm,nucleus",-0.254745859,0.08582481,-0.375943589
YEL063C,CAN1,"Plasma membrane arginine permease; requires phosphatidyl ethanolamine (PE) for localization, exclusively associated with lipid rafts; mutation confers canavanine resistance; CAN1 has a paralog, ALP1, that arose from the whole genome duplication","cytoplasm,membrane,mitochondrion,plasma membrane",-3.053658171,-3.398809694,-0.971834972
YDR270W,CCC2,Cu(+2)-transporting P-type ATPase; required for export of copper from the cytosol into an extracytosolic compartment; has similarity to human proteins involved in Menkes and Wilsons diseases; protein abundance increases in response to DNA replication stre,"Golgi apparatus,cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",-0.43719837,0.250770787,0.349001686
YJL061W,NUP82,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); ","cytoplasm,endomembrane system,membrane,nucleus",,0.073608414,-0.080043001
YML114C,TAF8,TFIID subunit (65 kDa); involved in RNA polymerase II transcription initiation,nucleus,0.107365338,0.083580598,-0.684508322
YOL115W,PAP2,"Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of TRAMP; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; required for mRNA surveillance and maintenance of genome integrity, serving as ","cytoplasm,nucleolus,nucleus",-0.735274683,0.148364079,-0.507654694
YPL247C,YPL247C,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest,"cytoplasm,nucleus",0.986808834,0.398690879,-0.185728895
YLR401C,DUS3,"Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region; forms nuclear foci upon DNA replication stress","cytoplasm,nucleus",-1.513834064,-1.359859491,-0.331718435
YCL016C,DCC1,Subunit of a complex with Ctf8p and Ctf18p; shares some components with Replication Factor C; required for sister chromatid cohesion and telomere length maintenance,chromosome,0.854601636,0.166780856,-0.049315695
YPL242C,IQG1,"Essential protein required for determination of budding pattern; promotes localization of axial markers Bud4p and Cdc12p and functionally interacts with Sec3p, localizes to the contractile ring during anaphase, member of the IQGAP family; relocalizes from","cell cortex,cellular bud,cytoplasm,cytoskeleton,site of polarized growth",0.111079339,-0.411499717,0.406386599
YHR215W,PHO12,"One of three repressible acid phosphatases; glycoprotein that is transported to the cell surface by the secretory pathway; pregulated by phosphate starvation; PHO12 has a paralog, PHO11, that arose from a segmental duplication","cytoplasm,vacuole",0.685919086,0.462707774,0.838059884
YBL057C,PTH2,One of two mitochondrially-localized peptidyl-tRNA hydrolases; negatively regulates the ubiquitin-proteasome pathway via interactions with ubiquitin-like ubiquitin-associated proteins; dispensable for cell growth; see also PTH1,"cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.297252825,0.25591138,-0.443693716
YNL107W,YAF9,Subunit of NuA4 histone H4 acetyltransferase and SWR1 complexes; may function to antagonize silencing near telomeres; interacts directly with Swc4p; has homology to human leukemogenic protein AF9; contains a YEATS domain,"chromosome,cytoplasm,nucleus",0.435517392,0.447050491,-0.176506726
YKL113C,RAD27,"5' to 3' exonuclease, 5' flap endonuclease; required for Okazaki fragment processing and maturation, for long-patch base-excision repair and large loop repair (LLR), ribonucleotide excision repair; member of the S. pombe RAD2/FEN1 family; relocalizes to t","cytoplasm,mitochondrion,nucleus",-0.184348758,0.197070036,-2.195362095
YPL154C,PEP4,Vacuolar aspartyl protease (proteinase A); required for posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after oxidative damage; plays a protective role in acetic acid induced apoptosis; synthesized as a zymog,"cytoplasm,mitochondrion,vacuole",-0.880572489,-0.935743342,-0.075601059
YIL116W,HIS5,"Histidinol-phosphate aminotransferase; catalyzes the seventh step in histidine biosynthesis; responsive to general control of amino acid biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts",cytoplasm,0.902653219,0.875015923,-0.788368273
YMR183C,SSO2,"Plasma membrane t-SNARE; involved in fusion of secretory vesicles at the plasma membrane; syntaxin homolog that is functionally redundant with Sso1p; SSO2 has a paralog, SSO1, that arose from the whole genome duplication","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,plasma membrane",0.786191007,-0.361755581,0.189172588
YGR179C,OKP1,"Outer kinetochore protein required for accurate chromosome segregation; component of COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) a kinetochore sub-complex which functions as a platform for kinetochore assembly; orthologous to human centromere constitutive-associa","chromosome,nucleus",-0.195902288,-0.295082036,0.263940802
YNL063W,MTQ1,S-adenosylmethionine-dependent methyltransferase; methylates translational release factor Mrf1p; similar to E.coli PrmC; is not an essential gene,"cytoplasm,mitochondrion",0.481898497,-0.160829421,0.040768112
YGL053W,PRM8,"Pheromone-regulated protein; contains with 2 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; forms a complex with Prp9p in the ER; member of DUP240 gene family; PRM8 has a paralog, PRM9, that arose from a segmental ","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,plasma membrane",0.17201087,-0.385375988,-0.028595611
YJL068C,YJL068C,"Esterase that can function as an S-formylglutathione hydrolase; non-essential intracellular esterase; may be involved in the detoxification of formaldehyde, which can be metabolized to S-formylglutathione; similar to human esterase D",cytoplasm,-0.45458815,-0.392966092,0.334544611
YBR107C,IML3,Outer kinetochore protein and component of the Ctf19 complex; involved in the establishment of pericentromeric cohesion during mitosis; prevents non-disjunction of sister chromatids during meiosis II; forms a stable complex with Chl4p; required for locali,"chromosome,nucleus",-0.510692277,-0.524953172,-0.766998521
YOR081C,TGL5,Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog,other,-2.445757746,-2.034875872,-0.683108709
YBL007C,SLA1,Cytoskeletal protein binding protein; required for assembly of the cortical actin cytoskeleton; interacts with proteins regulating actin dynamics and proteins required for endocytosis; found in the nucleus and cell cortex; has 3 SH3 domains,"cell cortex,cytoplasm,cytoskeleton,nucleus,site of polarized growth",2.349772762,3.048055354,0.031343528
YPR183W,DPM1,"Dolichol phosphate mannose (Dol-P-Man) synthase of the ER membrane; catalyzes the formation of Dol-P-Man from Dol-P and GDP-Man; required for glycosyl phosphatidylinositol membrane anchoring, O mannosylation, and protein glycosylation","cytoplasm,endomembrane system,endoplasmic reticulum,membrane,mitochondrial envelope,mitochondrion",0.146689004,0.428645104,0.051479002
YDL082W,RPL13A,"Ribosomal 60S subunit protein L13A; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13A has a paralog, RPL13B, that arose from the whole genome duplication","cytoplasm,ribosome",-0.227289944,-0.379671867,0.622036108
YER114C,BOI2,"Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; BOI2 has a paralog, BOI1, that arose from the whole genome du","cellular bud,site of polarized growth",-1.371402897,-0.847768227,-0.048184357
YBR155W,CNS1,"TPR-containing co-chaperone; binds both Hsp82p (Hsp90) and Ssa1p (Hsp70) and stimulates the ATPase activity of SSA1, ts mutants reduce Hsp82p function while over expression suppresses the phenotypes of an HSP82 ts allele and a cpr7 deletion",cytoplasm,-1.335928408,-0.754687538,-0.754413768
YNL172W,APC1,"Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the ",nucleus,0.691103308,0.054788498,0.858937977
YKL213C,DOA1,WD repeat protein required for ubiquitin-mediated protein degradation; forms a complex with Cdc48p; plays a role in controlling cellular ubiquitin concentration; also promotes efficient NHEJ in postdiauxic/stationary phase; facilitates N-terminus-dependen,"cytoplasm,nucleus",0.142761446,0.099928898,0.183397978
YKR008W,RSC4,"Component of the RSC chromatin remodeling complex; found in close proximity to nucleosomal DNA; displaced from the surface of nucleosomal DNA after chromatin remodeling; acetylated (K25) by Gcn5p, altering replication stress tolerance; contains tandem bro",nucleus,1.696522824,1.602998282,-0.034095584
YPL172C,COX10,Heme A:farnesyltransferase; catalyzes the first step in the conversion of protoheme to the heme A prosthetic group required for cytochrome c oxidase activity; human ortholog is associated with mitochondrial disorders,"cytoplasm,membrane,mitochondrion",0.170546204,0.032753422,-2.467179668
YDR320C,SWA2,Auxilin-like protein involved in vesicular transport; clathrin-binding protein required for uncoating of clathrin-coated vesicles,"cytoplasm,endomembrane system,endoplasmic reticulum,membrane",0.071759228,-0.03080222,1.314826359
YOR182C,RPS30B,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replica","cytoplasm,ribosome",-0.230049179,0.04148016,0.8264062
YLL018C,DPS1,"Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation; shares five highly conserved amino acids wit","cytoplasm,nucleus",-0.749792976,0.212246929,-0.138406784
YDL167C,NRP1,Putative RNA binding protein of unknown function; localizes to stress granules induced by glucose deprivation; predicted to be involved in ribosome biogenesis,cytoplasm,0.076864753,-0.045739508,-0.383023858
YPR008W,HAA1,"Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2, YRO2, and other genes encoding membrane stress proteins; HAA1 has a paralog, CUP2, that arose from the whole genome duplication; relocalizes from cytopl","cytoplasm,nucleus",-0.131288314,0.150998247,2.546161455
YKR095W,MLP1,Myosin-like protein associated with the nuclear envelope; nuclear basket protein that connects the nuclear pore complex with the nuclear interior; involved with Tel1p in telomere length control; involved with Pml1p and Pml39p in nuclear retention of unspl,"cytoskeleton,endomembrane system,membrane,microtubule organizing center,nucleus",0.450342425,0.191402321,0.235712219
YER169W,RPH1,JmjC domain-containing histone demethylase; specifically demethylates H3K36 tri- and dimethyl modification states; associates with actively transcribed (RNAP II) regions in vivo and specifically targets H3K36 in its trimethylation state as its substrate; ,nucleus,0.822736236,0.352699961,-0.335071557
YPL168W,YPL168W,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated,"cytoplasm,mitochondrion",0.119142267,-0.351211619,-0.696401682
YBR143C,SUP45,Polypeptide release factor (eRF1) in translation termination; mutant form acts as a recessive omnipotent suppressor; methylated by Mtq2p-Trm112p in ternary complex eRF1-eRF3-GTP; mutation of methylation site confers resistance to zymocin; has a role in cy,cytoplasm,0.747500044,0.218428404,0.116289386
YKR042W,UTH1,"Mitochondrial inner membrane protein; role in mitophagy is disputed; implicated in cell wall biogenesis, the oxidative stress response, life span during starvation, and cell death; SUN family member; UTH1 has a paralog, NCA3, that arose from the whole gen","cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.254141276,-0.880167823,-0.518806462
YKL166C,TPK3,"cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; partially redundant with Tpk1p and Tpk2p; localizes to P-bodies during stationary phase; TPK3 has a paralog, TPK1, tha","cytoplasm,nucleus",-2.310030094,-0.201653567,0.460347916
YHL034C,SBP1,"Protein that binds eIF4G and has a role in repression of translation; has an RGG motif; found in cytoplasmic P bodies; binds to mRNAs under glucose starvation stress, most often in the 5' UTR; found associated with small nucleolar RNAs snR10 and snR11; SB","cytoplasm,nucleolus,nucleus",0.765967665,0.863079995,0.539121664
YGR037C,ACB1,"Acyl-CoA-binding protein; transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion; protein abundance increases in respons","cytoplasm,extracellular region,nucleus",1.271458424,0.491856565,-0.422590613
YNR041C,COQ2,"Para hydroxybenzoate polyprenyl transferase; catalyzes the second step in ubiquinone (coenzyme Q) biosynthesis; human COQ2, mutations in which are implicated in an increased risk of mutiple-system atrophy, is able to complement a yeast coq2 null mutant","cytoplasm,membrane,mitochondrial envelope,mitochondrion",-1.615117702,0.206007056,0.850879596
YCL061C,MRC1,"S-phase checkpoint protein required for DNA replication; couples DNA helicase and DNA polymerase; interacts with and stabilizes Pol2p at stalled replication forks during stress, where it forms a pausing complex with Tof1p and is phosphorylated by Mec1p; w","chromosome,nucleus",-0.1587214,0.364045606,-0.090787205
YPR061C,JID1,Probable Hsp40p co-chaperone; has a DnaJ-like domain and appears to be involved in ER-associated degradation of misfolded proteins containing a tightly folded cytoplasmic domain; inhibits replication of Brome mosaic virus in S. cerevisiae,"cytoplasm,mitochondrion",-0.149984972,0.409931562,0.935089295
YNR067C,DSE4,Daughter cell-specific secreted protein with similarity to glucanases; degrades cell wall from the daughter side causing daughter to separate from mother,"cell wall,extracellular region",3.13274086,0.906626908,2.054644692
YMR277W,FCP1,Carboxy-terminal domain (CTD) phosphatase; essential for dephosphorylation of the repeated C-terminal domain of the RNA polymerase II large subunit (Rpo21p); relocalizes to the cytosol in response to hypoxia,"cytoplasm,nucleus",0.041601095,-0.417746442,-0.46420238
YPL236C,ENV7,Vacuolar membrane protein kinase; negatively regulates membrane fusion; associates with vacuolar membrane through palmitoylation of one or more cysteines in consensus sequence; vacuolar membrane association is essential to its kinase activity; mutant show,"cytoplasm,membrane,vacuole",-0.778970587,-0.277114326,0.587751757
YEL001C,IRC22,Putative protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; YEL001C is non-essential; null mutant displays increased levels of spontaneous Rad52p foci,"cytoplasm,endomembrane system,endoplasmic reticulum",0.767389694,1.160976035,0.297083209
YBR058C,UBP14,"Ubiquitin-specific protease; specifically disassembles unanchored ubiquitin chains; involved in fructose-1,6-bisphosphatase (Fbp1p) degradation; similar to human isopeptidase T",cytoplasm,-0.010513297,0.163561033,-1.223418698
YJR074W,MOG1,Conserved nuclear protein that interacts with GTP-Gsp1p; stimulates nucleotide release from Gsp1p; involved in nuclear protein import; nucleotide release is inhibited by Yrb1p,nucleus,-0.049395936,0.562222899,-0.450289804
YLR262C-A,TMA7,"Protein of unknown that associates with ribosomes; null mutant exhibits translation defects, altered polyribosome profiles, and resistance to the translation inhibitor anisomcyin; protein abundance increases in response to DNA replication stress","cytoplasm,nucleus",-0.266317312,-0.148840782,0.213571326
YOR073W,SGO1,Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin ,"chromosome,cytoskeleton,microtubule organizing center,nucleus",-0.007792509,0.245362214,-0.149293122
YPL059W,GRX5,Glutathione-dependent oxidoreductase; hydroperoxide and superoxide-radical responsive; mitochondrial matrix protein involved in the synthesis/assembly of iron-sulfur centers; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p,"cytoplasm,mitochondrion",-0.174830096,-0.356045927,0.191329975
YPL097W,MSY1,Mitochondrial tyrosyl-tRNA synthetase,"cytoplasm,mitochondrion",-0.321649506,-0.457660031,0.321022001
YCR053W,THR4,Threonine synthase; conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway,"cytoplasm,nucleus",0.342288338,0.271795747,0.009062362
YGR284C,ERV29,Protein localized to COPII-coated vesicles; involved in vesicle formation and incorporation of specific secretory cargo; protein abundance increases in response to DNA replication stress,"cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",-0.495857863,-0.361293586,-0.855817148
YKL096W-A,CWP2,Covalently linked cell wall mannoprotein; major constituent of the cell wall; plays a role in stabilizing the cell wall; involved in low pH resistance; precursor is GPI-anchored,cell wall,0.355473385,-0.694960255,-0.245573221
YLR035C,MLH2,Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p,nucleus,0.819323693,0.084684122,1.462814724
YGR235C,MIC26,"Component of the MICOS complex; MICOS (formerly MINOS or MitOS) is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions, inner membrane architecture, and formation of contac","cytoplasm,membrane,mitochondrial envelope,mitochondrion",0.64118637,0.497329715,-0.050895466
YDR388W,RVS167,"Actin-associated protein with roles in endocytosis and exocytosis; interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress; recruited to bud tips by Gyl1p and Gyp5p during polarized growth; ","cell cortex,cytoplasm,cytoskeleton,site of polarized growth",1.316191399,1.890657019,0.209942332
YFR034C,PHO4,"Basic helix-loop-helix (bHLH) transcription factor of the myc-family; activates transcription cooperatively with Pho2p in response to phosphate limitation; binding to 'CACGTG' motif is regulated by chromatin restriction, competitive binding of Cbf1p to th","cytoplasm,nucleus",0.872945674,0.089547099,0.188647405
YKL208W,CBT1,"Protein involved in 5' RNA end processing; substrates include mitochondrial COB, 15S_rRNA, and RPM1 transcripts; may also have a role in 3' end processing of the COB pre-mRNA; displays genetic interaction with cell cycle-regulated kinase Dbf2p","cytoplasm,mitochondrion",1.164803916,0.766526,0.425782658
YFR019W,FAB1,"1-phosphatidylinositol-3-phosphate 5-kinase; vacuolar membrane kinase that generates phosphatidylinositol (3,5)P2, which is involved in vacuolar sorting and homeostasis","cytoplasm,endomembrane system,membrane,mitochondrion,vacuole",0.980270064,-0.075763845,1.996195499
YDL234C,GYP7,"GTPase-activating protein for yeast Rab family members; members include Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking",cytoplasm,0.013800778,0.642605335,-0.796443514
YOL069W,NUF2,"Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p","chromosome,cytoskeleton,microtubule organizing center,nucleus",0.274198214,-0.313128156,-0.146788111
YGR124W,ASN2,"Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN2 has a paralog, ASN1, that arose from the whole genome duplication",cytoplasm,-0.918137828,0.44997115,-0.491136636
YCR042C,TAF2,TFIID subunit (150 kDa); involved in RNA polymerase II transcription initiation,nucleus,0.06351012,0.522507315,1.087084716
YCL034W,LSB5,"Protein of unknown function; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization; may mediate disassembly of the Pan1 complex from the endocytic coat","cell cortex,cytoplasm,cytoskeleton",-0.836840435,,0.369052662
YJL161W,FMP33,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies","cytoplasm,mitochondrion",1.33052232,0.123497214,0.483570978
YGL032C,AGA2,"Adhesion subunit of a-agglutinin of a-cells; C-terminal sequence acts as a ligand for alpha-agglutinin (Sag1p) during agglutination, modified with O-linked oligomannosyl chains, linked to anchorage subunit Aga1p via two disulfide bonds",cell wall,0.421058119,0.713644812,0.746084608
YIL044C,AGE2,ADP-ribosylation factor (ARF) GTPase activating protein (GAP) effector; involved in Trans-Golgi-Network (TGN) transport; contains C2C2H2 cysteine/histidine motif,"cytoplasm,cytoplasmic membrane-bounded vesicle",0.564449088,-0.337194221,-0.324908112
YMR162C,DNF3,Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; localizes to the trans-Golgi network; likely involved in protein transport; type 4 P-type ATPase,"Golgi apparatus,cytoplasm,cytoplasmic membrane-bounded vesicle,endomembrane system,membrane",0.032588858,-0.564454203,0.406783404
YER092W,IES5,Non-essential INO80 chromatin remodeling complex subunit; deletion affects telomere maintenance via recombination,"chromosome,nucleus",0.457460149,0.641589797,0.331659453
YOR264W,DSE3,"Daughter cell-specific protein, may help establish daughter fate; relocalizes from bud neck to cytoplasm upon DNA replication stress","cellular bud,cytoplasm,nucleus,site of polarized growth",0.924201472,0.43244461,-0.514505213
YPL110C,GDE1,"Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate, for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes","cytoplasm,ribosome",0.123695862,0.302410427,2.648450637
YMR080C,NAM7,ATP-dependent RNA helicase of the SFI superfamily; involved in nonsense mediated mRNA decay; required for efficient translation termination at nonsense codons and targeting of NMD substrates to P-bodies; binds to the small ribosomal subunit via an interac,cytoplasm,0.636079944,0.481541222,-0.28074906
