Gene ID	Entrez Gene ID	Gene Symbol	Gene Name	Organism	Unigene ID	Ensembl ID	UniProt ID	Alias	Lifespan Effect	Phenotype Description	Longevity Influence	Max Lifespan Change	Avg Lifespan Change	Method	Bibliographic reference
1586	852472	SWD3	Set1c, WD40 repeat protein	Saccharomyces cerevisiae		YBR175W		CPS30 SAF35	decrease	Replicative lifespan decreased by 15% in the alpha strain 	fitness		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1588	854984	RPS17A	Ribosomal Protein of the Small subunit	Saccharomyces cerevisiae		YML024W		RP51A RPL51A	decrease	Replicative lifespan decreased by 15% in the alpha strain 	fitness		15	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1589	853610	RPS4A	Ribosomal Protein of the Small subunit	Saccharomyces cerevisiae		YHR203C			decrease	Replicative lifespan decreased by 15% in the alpha strain 	fitness		15	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
1613	850714	AAT2	Aspartate AminoTransferase	Saccharomyces cerevisiae		YLR027C		ASP5	increase	Replicative lifespan increased by 15%	pro		15	Overexpression	2511: Easlon et al. (2008) "The malate-aspartate NADH shuttle components are novel metabolic longevity regulators required for calorie restriction-mediated life span extension in yeast."  Genes Dev. 22(7):931-944 (18381895)
1616	853994	MDH2	Malate DeHydrogenase	Saccharomyces cerevisiae		YOL126C			increase	Replicative lifespan increased by 15%	pro		15	Overexpression	2511: Easlon et al. (2008) "The malate-aspartate NADH shuttle components are novel metabolic longevity regulators required for calorie restriction-mediated life span extension in yeast."  Genes Dev. 22(7):931-944 (18381895)
1624	850317	GLK1	GLucoKinase	Saccharomyces cerevisiae		YCL040W		HOR3	decrease	Replicative lifespan decreased by 15% in the a strain 	fitness		15	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1624	850317	GLK1	GLucoKinase	Saccharomyces cerevisiae		YCL040W		HOR3	decrease	Deletion of GLK1 decreases yeast chronological lifespan.	fitness			Deletion	3506: Garay et al. (2014) "High-resolution profiling of stationary-phase survival reveals yeast longevity factors and their genetic interactions."  PLoS Genet. 10(2):e1004168 (24586198)
1626	851564	NTH1	Neutral TreHalase	Saccharomyces cerevisiae		YDR001C			decrease	Replicative lifespan decreased by 15% in the a strain 	fitness		15	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1632	853688	TPK3	Takashi's Protein Kinase	Saccharomyces cerevisiae		YKL166C			decrease	Replicative lifespan decreased by 15% in the a strain 	fitness		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1705	855691	IDH1	Isocitrate DeHydrogenase	Saccharomyces cerevisiae		YNL037C			increase	Replicative lifespan increased by 15% in the alpha strain and 10% in the a strain	anti		15	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1969	851699	DPB4	Dpb4p	Saccharomyces cerevisiae					decrease	Deletion of DLS1 in yeast shortens replicative lifespan by 15%.	fitness		15	Deletion	3477: Dang et al. (2014) "Inactivation of yeast Isw2 chromatin remodeling enzyme mimics longevity effect of calorie restriction via induction of genotoxic stress response."  Cell Metab. 19(6):952-966 (24814484)
1747	850675	FRE6	Ferric REductase 6	Saccharomyces cerevisiae		YLL051C			increase	FRE6 deletion increases mean replicative lifespan. This is not further extended by dietary restriction.	anti		14	Deletion	2549: Wuttke et al. (2012) "Dissecting the gene network of dietary restriction to identify evolutionarily conserved pathways and new functional genes."  PLoS Genet. 8(8):e1002834 (22912585)
1625	854815	INP51	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YIL002C		SJL1	increase	Replicative lifespan increased by 10% in the alpha strain and in a strain	anti		10	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1625	854815	INP51	INositol polyphosphate 5-Phosphatase	Saccharomyces cerevisiae		YIL002C		SJL1	increase	Replicative lifespan increased by 10% in the alpha strain and in a strain	anti		10	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1647	851627	YOS9	Yeast OS-9 homolog	Saccharomyces cerevisiae		YDR057W			decrease	Replicative lifespan decreased by 10% in the alpha strain 	fitness		10	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
1652	856027	ATP4	ATP synthase	Saccharomyces cerevisiae		YPL078C		LPF7	decrease	Replicative lifespan decreased by 10% in the alpha strain 	fitness		10	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1655	852077	PKH3	Pkb-activating Kinase Homolog	Saccharomyces cerevisiae		YDR466W			increase	Replicative lifespan increased by 10% in the alpha strain 	anti		10	Deletion	2504: Smith et al. (2008) "Quantitative evidence for conserved longevity pathways between divergent eukaryotic species."  Genome Res. 18(4):564-570 (18340043)
1867	852196	ALG3	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase	Saccharomyces cerevisiae				RHK1	increase	Deletion of alg3, a target of the unfolded protein response signaling, increases replicative lifespan.	anti		10	Deletion	3493: Labunskyy et al. (2014) "Lifespan extension conferred by endoplasmic reticulum secretory pathway deficiency requires induction of the unfolded protein response."  PLoS Genet. 10(1):e1004019 (24391512)
8	850333	AGP1	high-Affinity Glutamine Permease	Saccharomyces cerevisiae		YCL025C		YCC5	increase	Deletion extends chronological lifespan.	anti			Deletion	2238: Powers et al. (2006) "Extension of chronological life span in yeast by decreased TOR pathway signaling."  Genes Dev. 20(2):174-184 (16418483)
42	854778	BCY1	Bypass of CYclase mutations	Saccharomyces cerevisiae		YIL033C		SRA1	decrease	Deletion of BCY1 results in a decrease in lifespan.	fitness			Deletion	2249: D'mello et al. (1994) "Cloning and characterization of LAG1, a longevity-assurance gene in yeast."  J. Biol. Chem. 269(22):15451-15459 (8195187)
42	854778	BCY1	Bypass of CYclase mutations	Saccharomyces cerevisiae		YIL033C		SRA1	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
49	855787	BRE5	Bre5p	Saccharomyces cerevisiae		YNR051C			increase	Deletion increased mean replicative lifespan by 30%.	anti		30	Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
49	855787	BRE5	Bre5p	Saccharomyces cerevisiae		YNR051C			decrease	Mean replicative lifespan decreased in the alpha and a strain 	fitness			Deletion	2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
132	851191	CLN3	Cln3p	Saccharomyces cerevisiae		YAL040C		DAF1 FUN10 WHI1	decrease	Overexpression shortens chronological lifespan together with age-dependent increases in genome instability and apoptosis.	anti			Overexpression	2267: Weinberger et al. (2007) "DNA replication stress is a determinant of chronological lifespan in budding yeast."  PLoS ONE 2(8):e748 (17710147)
139	856142	CSR2	Csr2p	Saccharomyces cerevisiae		YPR030W		ART8 MRG19	increase	Deletion results in higher levels of intracellular reactive oxygen species, augmentation of scavenging enzymes and extended lifespan.	anti			Deletion	2269: Kharade et al. (2005) "Mrg19 depletion increases S. cerevisiae lifespan by augmenting ROS defence."  FEBS Lett. 579(30):6809-6813 (16336970)
141	852979	CTT1	Cytosolic catalase T	Saccharomyces cerevisiae		YGR088W		SPS101	increase	Overexpression in combination with SOD1 increases stationary phase survival by about 10%. Overexpression of CTT1 alone slightly shortens stationary phase survival.				Overexpression	2271: Fabrizio et al. (2003) "SOD2 functions downstream of Sch9 to extend longevity in yeast."  Genetics 163(1):35-46 (12586694)
183	856569	DNA2	Essential tripartite DNA replication factor with single-stranded DNA-dependent ATPase, ATP-dependent	Saccharomyces cerevisiae		YHR164C		WEB2	decrease	Mutants exhibit an accelerated ageing phenotype including extended cell cycle time, age-related transcriptional silencing defects, and nucleolar reorganization.	pro			Mutation	1425: Hoopes et al. (2002) "Mutations in DNA replication genes reduce yeast life span."  Mol. Cell. Biol. 22(12):4136-4146 (12024027)
185	850686	DNM1	Dnm1p	Saccharomyces cerevisiae		YLL001W			increase	Deletion delayed ageing.	anti			Deletion	2286: Scheckhuber et al. (2007) "Reducing mitochondrial fission results in increased life span and fitness of two fungal ageing models."  Nat. Cell Biol. 9(1):99-9105 (17173038)
280	851092	FBP1	Fructose-1,6-bisphosphatase, key regulatory enzyme in the gluconeogenesis pathway, required for gluc	Saccharomyces cerevisiae		YLR377C		ACN8	decrease	Deletion did increase survival during the first 15 days during chronological ageing, but did not increase chronological lifespan. Deletion reduced production of reactive oxygen species while overexpression shortened lifespan.	anti			Overexpression	2293: Kitanovic and Wölfl (2006) "Fructose-1,6-bisphosphatase mediates cellular responses to DNA damage and aging in Saccharomyces cerevisiae."  Mutat. Res. 594(1-2):135-147 (16199065)
283	854745	FIS1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	Saccharomyces cerevisiae		YIL065C		MDV2	increase	Deletion prolonged the lifespan and improved the fitness of old mother cells.	anti			Deletion	2286: Scheckhuber et al. (2007) "Reducing mitochondrial fission results in increased life span and fitness of two fungal ageing models."  Nat. Cell Biol. 9(1):99-9105 (17173038)
283	854745	FIS1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	Saccharomyces cerevisiae		YIL065C		MDV2	decrease	Mean chronological lifespan strongly decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
307	856763	GLN3	Gln3p	Saccharomyces cerevisiae		YER040W			increase	Deletion extends chronological lifespan.	anti			Deletion	2238: Powers et al. (2006) "Extension of chronological life span in yeast by decreased TOR pathway signaling."  Genes Dev. 20(2):174-184 (16418483)
307	856763	GLN3	Gln3p	Saccharomyces cerevisiae		YER040W			increase	Mean chronological lifespan strongly increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
307	856763	GLN3	Gln3p	Saccharomyces cerevisiae		YER040W			decrease	Replicative lifespan decreased by 20% in the alpha strain 	fitness		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
319	856741	GPA2	Gpa2p	Saccharomyces cerevisiae		YER020W		SSP101	increase	Deletion increases lifespan by about 50%.	anti		50	Deletion	2260: Lin et al. (2000) "Requirement of NAD and SIR2 for life-span extension by calorie restriction in Saccharomyces cerevisiae."  Science 289(5487):2126-2128 (11000115)
319	856741	GPA2	Gpa2p	Saccharomyces cerevisiae		YER020W		SSP101	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
332	853751	HAP4	Hap4p	Saccharomyces cerevisiae		YKL109W			increase	Overexpression extends lifespan about 40% under growth conditions favoring fermentation.	pro		40	Overexpression	2274: Lin et al. (2002) "Calorie restriction extends Saccharomyces cerevisiae lifespan by increasing respiration."  Nature 418(6895):344-348 (12124627)
332	853751	HAP4	Hap4p	Saccharomyces cerevisiae		YKL109W			decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
353	856092	HST2	Hst2p	Saccharomyces cerevisiae		YPL015C			increase	Overexpression results in replicative lifespan extension.	pro			Overexpression	2309: Lamming et al. (2005) "HST2 mediates SIR2-independent life-span extension by calorie restriction."  Science 309(5742):1861-1864 (16051752)
421	854714	LYS12	Isocitrate dehydrogenase	Saccharomyces cerevisiae		YIL094C		LYS10 LYS11	increase	Deletion extended chronological lifespan.	anti			Deletion	2238: Powers et al. (2006) "Extension of chronological life span in yeast by decreased TOR pathway signaling."  Genes Dev. 20(2):174-184 (16418483)
421	854714	LYS12	Isocitrate dehydrogenase	Saccharomyces cerevisiae		YIL094C		LYS10 LYS11	increase	Extension of replicative life span	anti			Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
432	855580	MEP2	Mep2p	Saccharomyces cerevisiae		YNL142W			increase	Deletion extended chronological lifespan.	anti			Deletion	2238: Powers et al. (2006) "Extension of chronological life span in yeast by decreased TOR pathway signaling."  Genes Dev. 20(2):174-184 (16418483)
433	856260	MEP3	Mep3p	Saccharomyces cerevisiae		YPR138C			increase	Deletion extended chronological lifespan.	anti			Deletion	2238: Powers et al. (2006) "Extension of chronological life span in yeast by decreased TOR pathway signaling."  Genes Dev. 20(2):174-184 (16418483)
441	852697	MPT5	Mpt5p	Saccharomyces cerevisiae		YGL178W		HTR1 PUF5 UTH4	increase	Overexpression extended lifespan by about 25%.	pro		25	Overexpression	2324: Kennedy et al. (1997) "Redistribution of silencing proteins from telomeres to the nucleolus is associated with extension of life span in S. cerevisiae."  Cell 89(3):381-391 (9150138)
441	852697	MPT5	Mpt5p	Saccharomyces cerevisiae		YGL178W		HTR1 PUF5 UTH4	increase	Overexpression of MPT5 extends replicative life span by about 20%	pro		20	Overexpression	2536: Kaeberlein and Guarente (2002) "Saccharomyces cerevisiae MPT5 and SSD1 function in parallel pathways to promote cell wall integrity."  Genetics 160(1):83-95 (11805047)
441	852697	MPT5	Mpt5p	Saccharomyces cerevisiae		YGL178W		HTR1 PUF5 UTH4	decrease	Average chronological lifespan decreased by 50%. Rescued to the wt level by PKC1 overexpression	fitness		50	Deletion	2539: Stewart et al. (2007) "Mpt5p, a stress tolerance- and lifespan-promoting PUF protein in Saccharomyces cerevisiae, acts upstream of the cell wall integrity pathway."  Eukaryotic Cell 6(2):262-270 (17172436)
450	856765	MXR1	Mxr1p	Saccharomyces cerevisiae		YER042W			increase	Deletion of MsrA decreases and overexpression increases (by 25%) the lifespan.	pro		25	Overexpression	1092: Koc et al. (2004) "Methionine sulfoxide reductase regulation of yeast lifespan reveals reactive oxygen species-dependent and -independent components of aging."  Proc. Natl. Acad. Sci. U.S.A. 101(21):7999-8004 (15141092)
450	856765	MXR1	Mxr1p	Saccharomyces cerevisiae		YER042W			decrease	Replicative lifespan decreased 	pro			Deletion	2512: Le et al. (2009) "Functional analysis of free methionine-R-sulfoxide reductase from Saccharomyces cerevisiae."  J. Biol. Chem. 284(7):4354-4364 (19049972)
457	854919	NDI1	NADH-ubiquinone reductase (H(+)-translocating) NDI1	Saccharomyces cerevisiae		YML120C			increase	Deletion results in chronological lifespan extension.	anti			Deletion	2330: Li et al. (2006) "Yeast AMID homologue Ndi1p displays respiration-restricted apoptotic activity and is involved in chronological aging."  Mol. Biol. Cell 17(4):1802-1811 (16436509)
457	854919	NDI1	NADH-ubiquinone reductase (H(+)-translocating) NDI1	Saccharomyces cerevisiae		YML120C			increase	Targeted expression of Ndi1 in fly neurons significantly increases lifespan without compromising fertility or physical activity.	pro		21	Overexpression	3282: Bahadorani et al. (2010) "Neuronal expression of a single-subunit yeast NADH-ubiquinone oxidoreductase (Ndi1) extends Drosophila lifespan."  Aging Cell 9(2):191-202 (20089120)
457	854919	NDI1	NADH-ubiquinone reductase (H(+)-translocating) NDI1	Saccharomyces cerevisiae		YML120C			decrease	Expression of Ndi1 in adipose tissue resulted in shortened lifespan in both male and female flies.	anti		22	Overexpression	3282: Bahadorani et al. (2010) "Neuronal expression of a single-subunit yeast NADH-ubiquinone oxidoreductase (Ndi1) extends Drosophila lifespan."  Aging Cell 9(2):191-202 (20089120)
457	854919	NDI1	NADH-ubiquinone reductase (H(+)-translocating) NDI1	Saccharomyces cerevisiae		YML120C			increase	Expression of yeast Ndi1 in Drosophila intestinal stem and progenitor cells delays the onset of multiple markers of intestinal aging and extends median lifespan. This effect was consistently seen in fly females, but depends on the conditions and expression system in males. Additionally to the lifespan effect, flies expressing Ndi1 have an increased feeding behavior and display weight gain. 	pro		30	Overexpression	3511: Hur et al. (2013) "Increased longevity mediated by yeast NDI1 expression in Drosophila intestinal stem and progenitor cells."  Aging (Albany NY) 5(9):662-681 (24038661)
470	854384	NPT1	Nicotinatephosphoribosyltranfserase	Saccharomyces cerevisiae		YOR209C			increase	Increased dosage increases sir2-dependent silencing and extends yeast replicative lifespan by up to 60%.	pro		60	Increased dosage	2335: Anderson et al. (2002) "Manipulation of a nuclear NAD+ salvage pathway delays aging without altering steady-state NAD+ levels."  J. Biol. Chem. 277(21):18881-18890 (11884393)
470	854384	NPT1	Nicotinatephosphoribosyltranfserase	Saccharomyces cerevisiae		YOR209C			decrease	Chronological lifespan decreased	pro			Deletion	2510: Tahara et al. (2007) "Dihydrolipoyl dehydrogenase as a source of reactive oxygen species inhibited by caloric restriction and involved in Saccharomyces cerevisiae aging."  FASEB J. 21(1):274-283 (17110466)
470	854384	NPT1	Nicotinatephosphoribosyltranfserase	Saccharomyces cerevisiae		YOR209C			decrease	Replicative lifespan decreased by 50%	fitness		50	Deletion	2550: Belenky et al. (2007) "Nicotinamide riboside promotes Sir2 silencing and extends lifespan via Nrk and Urh1/Pnp1/Meu1 pathways to NAD+."  Cell 129(3):473-484 (17482543)
551	850511	RIM15	Regulator of IME2	Saccharomyces cerevisiae		YFL033C		TAK1	decrease	Deletion reduced maximal chronological lifespan by 50%.	fitness	50		Deletion	2346: Fabrizio et al. (2001) "Regulation of longevity and stress resistance by Sch9 in yeast."  Science 292(5515):288-290 (11292860)
551	850511	RIM15	Regulator of IME2	Saccharomyces cerevisiae		YFL033C		TAK1	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
562	851484	RPL31A	ribosomal 60S subunit protein L31A	Saccharomyces cerevisiae		YDL075W		RPL34	increase	Deletion increased mean replicative lifespan by 45%.	anti		45	Deletion	1570: Kaeberlein et al. (2005) "Regulation of yeast replicative life span by TOR and Sch9 in response to nutrients."  Science 310(5751):1193-1196 (16293764)
562	851484	RPL31A	ribosomal 60S subunit protein L31A	Saccharomyces cerevisiae		YDL075W		RPL34	decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
562	851484	RPL31A	ribosomal 60S subunit protein L31A	Saccharomyces cerevisiae		YDL075W		RPL34	increase	RPL31A and RPL6B were found to increase significantly yeast replicative life span (RLS).	anti			Deletion	2348: Chiocchetti et al. (2007) "Ribosomal proteins Rpl10 and Rps6 are potent regulators of yeast replicative life span."  Exp. Gerontol. 42(4):275-286 (17174052)
562	851484	RPL31A	ribosomal 60S subunit protein L31A	Saccharomyces cerevisiae		YDL075W		RPL34	increase	Replicative lifespan increased by 35% in the alpha strain and 50% in a strain	anti		50	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
562	851484	RPL31A	ribosomal 60S subunit protein L31A	Saccharomyces cerevisiae		YDL075W		RPL34	increase	Replicative lifespan increased by 35% in the alpha strain and 50% in a strain	anti		50	Deletion	2505: Steffen et al. (2008) "Yeast life span extension by depletion of 60s ribosomal subunits is mediated by Gcn4."  Cell 133(2):292-302 (18423200)
564	850507	RPO41	Rpo41p	Saccharomyces cerevisiae		YFL036W			decrease	Mutants exhibit reduced chronological lifespan accompanied by imbalanced mitochondrial translation, conditional inactivation of respiration, elevated production of reactive oxygen species, and increased oxidative stress.	fitness			Mutation	2349: Bonawitz et al. (2006) "Defective mitochondrial gene expression results in reactive oxygen species-mediated inhibition of respiration and reduction of yeast life span."  Mol. Cell. Biol. 26(13):4818-4829 (16782871)
580	852171	RTG3	Rtg3p	Saccharomyces cerevisiae		YBL103C			increase	Knockout mutation causes an increase in lifespan.	anti			Knockout	2350: Jiang et al. (2000) "An intervention resembling caloric restriction prolongs life span and retards aging in yeast."  FASEB J. 14(14):2135-2137 (11024000)
603	852664	SIP2	Sip2p	Saccharomyces cerevisiae		YGL208W		SPM2	decrease	Deletion results in reduced resistance to nutrient deprivation and a shorter lifespan accompanied by signs of accelerated ageing such as accumulation of extrachromosomal rDNA.	pro			Deletion	2357: Ashrafi et al. (2000) "Sip2p and its partner snf1p kinase affect aging in S. cerevisiae."  Genes Dev. 14(15):1872-1885 (10921902)
603	852664	SIP2	Sip2p	Saccharomyces cerevisiae		YGL208W		SPM2	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
603	852664	SIP2	Sip2p	Saccharomyces cerevisiae		YGL208W		SPM2	increase	Replicative lifespan increased by 20% in the alpha strain 	anti		20	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
603	852664	SIP2	Sip2p	Saccharomyces cerevisiae		YGL208W		SPM2	decrease	The esa1-531 strain showed a shortened replicative lifespan when grown at a semi-permissive temperature, 30C. Importantly, in an esa1-531 strain, the lysine-to-glutamine mutants of SIP2 (sip2-3KQ and sip2-4KQ), mimicking acetylated Sip2, reversed the shortened lifespan of esa1-531.	pro		60	Acetylation mutants	3285: Lu et al. (2011) "Acetylation of yeast AMPK controls intrinsic aging independently of caloric restriction."  Cell 146(6):969-979 (21906795)
608	851813	SIR4	Silent information regulator	Saccharomyces cerevisiae		YDR227W		ASD1 STE9 UTH2	increase	Mutation extends lifespan by more than 30%.	anti		30	Mutation	2358: Kennedy et al. (1995) "Mutation in the silencing gene SIR4 can delay aging in S. cerevisiae."  Cell 80(3):485-496 (7859289)
608	851813	SIR4	Silent information regulator	Saccharomyces cerevisiae		YDR227W		ASD1 STE9 UTH2	decrease	The short life span of a sir4 mutant (20% decrease in mean life span) is due to the simultaneous expression of a and alpha mating-type information, which indirectly causes an increase in rDNA recombination and likely increases the production of extrachromosomal rDNA circles.	anti			Mutation	200: Kaeberlein et al. (1999) "The SIR2/3/4 complex and SIR2 alone promote longevity in Saccharomyces cerevisiae by two different mechanisms."  Genes Dev. 13(19):2570-2580 (10521401)
608	851813	SIR4	Silent information regulator	Saccharomyces cerevisiae		YDR227W		ASD1 STE9 UTH2	increase	Mean chronological lifespan increased in the a strain 	anti			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
619	852088	SNF1	AMP-activated serine/threonine protein kinase	Saccharomyces cerevisiae		YDR477W		CAT1 CCR1 GLC2 HAF3 PAS14	decrease	Overexpression shortened lifespan accompanied by signs of premature ageing.	anti			Overexpression	2357: Ashrafi et al. (2000) "Sip2p and its partner snf1p kinase affect aging in S. cerevisiae."  Genes Dev. 14(15):1872-1885 (10921902)
619	852088	SNF1	AMP-activated serine/threonine protein kinase	Saccharomyces cerevisiae		YDR477W		CAT1 CCR1 GLC2 HAF3 PAS14	decrease	Mean chronological lifespan decreased in the a strain 	fitness			Deletion	2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
619	852088	SNF1	AMP-activated serine/threonine protein kinase	Saccharomyces cerevisiae		YDR477W		CAT1 CCR1 GLC2 HAF3 PAS14	increase	Replicative lifespan increased by 50% in the alpha strain 	anti		50	Deletion	2503: Managbanag et al. (2008) "Shortest-path network analysis is a useful approach toward identifying genetic determinants of longevity."  PLoS ONE 3(11):e3802 (19030232)
619	852088	SNF1	AMP-activated serine/threonine protein kinase	Saccharomyces cerevisiae		YDR477W		CAT1 CCR1 GLC2 HAF3 PAS14	decrease	Reduced chronological lifespan	anti			Overexpression	2538: Lorenz et al. (2009) "A network biology approach to aging in yeast."  Proc. Natl. Acad. Sci. U.S.A. 106(4):1145-1150 (19164565)
621	853568	SOD1	Cu, Zn superoxide dismutase	Saccharomyces cerevisiae		YJR104C		CRS4	increase	Overexpression of Sod1 and Sod2 extends survival by 30%.	pro		30	Overexpression	2271: Fabrizio et al. (2003) "SOD2 functions downstream of Sch9 to extend longevity in yeast."  Genetics 163(1):35-46 (12586694)
621	853568	SOD1	Cu, Zn superoxide dismutase	Saccharomyces cerevisiae		YJR104C		CRS4	increase	Increasing the level of active Cu, Zn-Sod in yeast was found to require either growth in the presence of high copper, or the simultaneous overexpression of both SOD1 and CCS1 (the latter being the gene that encodes the chaperone dedicated to Cu(2+)-loading of Sod1p in vivo). Dual SOD1 + CCS1 overexpression elevated the levels of Cu,Zn-Sod activity six- to eight-fold in vegetative cultures. It also increased the optimized survival of stationary cells up to two-fold, showing this chronological lifespan is ultimately limited by oxidative stress. In contrast, several detrimental effects resulted when the SOD1 gene was overexpressed in the absence of either high copper or a simultaneous overexpression of CCS1. Both the chronological and the replicative lifespans were shortened; the cells displayed an abnormally high level of endogenous oxidative stress, resulting in a high rate of spontaneous mutation. Such harmful effects were all reversed through the overexpression of CCS1.	pro			Overexpression	2532: Harris et al. (2005) "Overexpressed Sod1p acts either to reduce or to increase the lifespans and stress resistance of yeast, depending on whether it is Cu(2+)-deficient or an active Cu,Zn-superoxide dismutase."  Aging Cell 4(1):41-52 (15659212)
621	853568	SOD1	Cu, Zn superoxide dismutase	Saccharomyces cerevisiae		YJR104C		CRS4	decrease	40% decrease in replicative lifespan	fitness		40	Deletion	2257: Unlu and Koc (2007) "Effects of deleting mitochondrial antioxidant genes on life span."  Ann. N. Y. Acad. Sci. 1100:505-509 (17460215)
623	856399	SOD2	Manganese-containing superoxide dismutase	Saccharomyces cerevisiae		YHR008C			increase	Overexpression of Sod1 and Sod2 extends survival by 30%.	pro		30	Overexpression	2271: Fabrizio et al. (2003) "SOD2 functions downstream of Sch9 to extend longevity in yeast."  Genetics 163(1):35-46 (12586694)
623	856399	SOD2	Manganese-containing superoxide dismutase	Saccharomyces cerevisiae		YHR008C			decrease	Mean chronological lifespan decreased in the a strain by more than 50%	fitness		50	Deletion	2502: Laschober et al. (2010) "Identification of evolutionarily conserved genetic regulators of cellular aging."  Aging Cell 9(6):1084-1097 (20883526)
623	856399	SOD2	Manganese-containing superoxide dismutase	Saccharomyces cerevisiae		YHR008C			decrease	72% replicative lifespan decrease	fitness		72	Deletion	2257: Unlu and Koc (2007) "Effects of deleting mitochondrial antioxidant genes on life span."  Ann. N. Y. Acad. Sci. 1100:505-509 (17460215)
